Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
80,17.042811193064637,15.517879989355967,27.457869030349787
81,17.170493880961903,15.576714625607968,27.81303154169627
82,17.278519803917437,15.931942752450677,28.2006885608397
83,17.337247318995974,16.00684118842232,28.53959331218047
84,17.528509519962956,16.079843038354035,28.996577802806762
85,17.717748348382578,16.221321023271326,29.355330573456552
86,17.836552795096644,16.253853125887616,29.691220806141263
87,18.014691510441352,16.310009412503753,30.02192623573378
88,18.14793969912991,16.37406523837894,30.3377642806851
89,18.266995472665908,16.44494710103074,30.694833568910884
90,18.369876231234247,16.565196415644003,30.979150507767777
91,18.488941072126373,16.702444915221268,31.318589719873653
92,18.535095887262326,16.767345227145007,31.496278634749853
93,18.69833319115508,16.88905831519947,31.88000469125342
94,18.74701163295847,16.944650511432563,32.18781033177456
95,18.823445388740687,17.114480921173453,32.59393748362795
96,18.89353022797662,17.222486066791458,32.94491466679644
97,18.978102909929863,17.255018169407748,33.30204901240821
98,19.114499917031655,17.33927797689524,33.65261949804172
99,19.270609418583916,17.396099128509466,34.06744294226141
100,19.434590539690973,17.558179105751186,34.38101195469651
101,19.540339010801336,17.692862511836033,34.69195539914823
102,19.75574701443224,17.756291814978866,34.999902847019264
103,20.020152493196182,17.839276255135633,35.32873183896878
104,20.102528904892715,17.856064131412545,35.67585835245908
105,20.348883637498314,17.970105708223738,36.023877209190466
106,20.454502739942512,18.01308527339052,36.34306408721646
107,20.540987339699203,18.116578710539226,36.70696409006877
108,20.62349978981559,18.16872805889115,36.95690562414449
109,20.696008331389688,18.177758243952958,37.31191597050904
110,20.841728881838627,18.269700418098605,37.58160433090315
111,20.968045311674818,18.313584945623866,37.72700456251966
112,21.172543246599208,18.321176633445777,38.1234322510556
113,21.325163012073844,18.456763228774218,38.50371828663846
114,21.4712975282041,18.51622296302951,38.79306606046712
115,21.517452343340057,18.599113863630397,39.150165776794644
116,21.609364809324262,18.809193421545707,39.38588355499746
117,21.764254592473087,18.90114082755115,39.58188671502809
118,21.916113904350507,18.9501339553739,39.93989407512735
119,21.98803953354647,19.02617522241039,40.31394070335644
120,22.136413956034346,19.139482433344572,40.56468632867968
121,22.23330753341715,19.170935566707975,40.81004622431344
122,22.484700019619915,19.172381684062376,41.23075976623822
123,22.542746910879597,19.19560482059255,41.57184736574375
124,22.608507672634982,19.290350317433386,41.83082788065453
125,22.69710414124392,19.35544758429426,42.18085263622646
126,22.782928282045827,19.467399595611916,42.488017936973094
127,22.951204604962474,19.523287337237683,42.89105144209931
128,23.09535709422545,19.576186561598643,43.146620155019356
129,23.126978918262406,19.613520399063262,43.35086425613018
130,23.244456360528545,19.678617665924133,43.65262273813113
131,23.36534405783006,19.68340847052317,44.022684889931995
132,23.431203061837415,19.834852457789673,44.36680179400157
133,23.50754746603774,20.035905127732832,44.72842330495034
134,23.644238810503516,20.119633771537057,45.081359612970864
135,23.71009781451087,20.169147340030435,45.44375405646929
136,23.90376218743112,20.43964146469626,45.72600354736123
137,24.036664310269426,20.598849996764965,45.96707211018656
138,24.068286134306383,20.71821670028231,46.232785787196946
139,24.13902907394216,20.846071384658195,46.603848739967326
140,24.17065089797912,20.941043435500216,46.983470657304686
141,24.202272722016076,20.995555199044226,47.281176228648484
142,24.269034077269467,21.097158398163437,47.653921021931936
143,24.549546970722602,21.157608310760452,47.99474465544989
144,24.636215103922495,21.21441261829841,48.3178188033423
145,24.694872292999804,21.263558950277577,48.661504139765064
146,24.83586810486438,21.364105479342292,48.982714248277375
147,24.973763094548694,21.5306082650619,49.27248295108795
148,25.022661685544062,21.594963576927167,49.60696820440214
149,25.09943380095695,21.703662598460674,49.899475398632646
150,25.178646907343136,21.70510871581508,50.18850631055958
151,25.298928632181816,21.709355716392356,50.43511331061386
152,25.589787340532105,21.945111953007267,50.721161219162745
153,25.767279084474985,22.095820101929686,50.95812128442283
154,25.91332187074253,22.16317180214955,51.295813993985895
155,26.019729216220508,22.230262663072274,51.67180231067855
156,26.23896301098187,22.355168447461832,52.01484862514097
157,26.253731886022194,22.440576046522843,52.20845551765054
158,26.317127311546905,22.533533954345412,52.53546662137459
159,26.440866192372358,22.635664878920284,52.78049011748508
160,26.519719557305194,22.73060210774984,53.116781733878064
161,26.610054985251775,22.79381077412873,53.45488487623443
162,26.786895268155416,22.94888267072381,53.697167627537965
163,26.94420978110015,22.953129671301085,53.91183785091524
164,27.002899728336775,23.081369823361232,54.21692280559849
165,27.10423534373914,23.138751235612983,54.54913287448926
166,27.173841164135034,23.236465466586743,54.82614705764335
167,27.18861003917536,23.24071246716402,55.085259771680775
168,27.387698358269585,23.353558644221135,55.39493587826921
169,27.51531039271943,23.355004761575536,55.81657356549108
170,27.60459920220909,23.408711515286527,56.00110016698685
171,27.727298550021835,23.50205079100926,56.36892973838029
172,27.78571083131265,23.570970414384863,56.799481082844224
173,27.851471593068037,23.572416531739265,57.13414695267814
174,27.898481394890172,23.65470786409162,57.46799116399402
175,27.947750574008978,23.65615398144602,57.7250047191808
176,28.01421065228587,23.657600098800422,58.12325570348075
177,28.195630918385472,23.710820218469777,58.378643717095166
178,28.210399793425797,23.769867351017986,58.66788309241194
179,28.225168668466118,23.771313468372387,59.0247642486672
180,28.23942212759824,23.798631536882297,59.367002608846875
181,28.25419100263856,23.8000776542367,59.58108177340076
182,28.330834910159318,23.959959595241152,59.91496170738553
183,28.345603785199643,24.065405937618827,60.08295598039915
184,28.400567901932163,24.0930437438631,60.52412265746536
185,28.46953909373744,24.162024531241524,60.77558251516733
186,28.48286185142336,24.163470648595926,61.14408090174667
187,28.54769988988209,24.21576259743029,61.54493374006846
188,28.621049691877847,24.217208714784693,61.97891576195126
189,28.67419157222892,24.25050934096098,62.22758759653868
190,28.766138497610577,24.360690645634538,62.51310625971697
191,28.877119466768896,24.468047201725025,62.81126325028994
192,28.935531748059713,24.571131554257747,63.09887180348686
193,28.99958017214208,24.572577671612148,63.49174607592714
194,29.04721857116716,24.648303734567513,63.69257143875027
195,29.10996395756547,24.755069949177614,64.0008103167417
196,29.124732832605794,24.904484514646633,64.13239133377354
197,29.253565983025567,24.958685648947103,64.48488730533293
198,29.278847556454707,25.02421625619402,64.76180774555125
199,29.34239942346382,25.16415763105794,65.14449181302476
200,29.36519761126604,25.36619075668809,65.41411553735358
201,29.49360540821545,25.399877800824303,65.60043598061415
202,29.646257918683922,25.41404054201977,65.82858297027124
203,29.712018680439307,25.545541485349027,66.24445197027421
204,29.84515933164235,25.670880501999438,66.53139506197269
205,29.859928206682675,25.698779102664197,66.81947658446123
206,29.995290180281494,25.74069496733402,67.22816284247223
207,30.09004834853953,25.811020907058737,67.46550217613314
208,30.10481722357985,25.868196551799798,67.77888697005928
209,30.202901922456324,25.934345690284136,68.08037755528758
210,30.31932334388385,26.159413120681506,68.32136044565883
211,30.430152689214385,26.25730143729861,68.56045307516871
212,30.48519963828742,26.318015198044947,68.80734714336904
213,30.570804298111597,26.332002191098987,69.0734623071788
214,30.58557317315192,26.44659303484574,69.37307049214091
215,30.732351662466215,26.506773862661,69.80590530996413
216,30.74712053750654,26.60178889165209,70.01699096662502
217,30.800623818044937,26.811913812498062,70.26464780004942
218,30.81539269308526,26.864205761332425,70.53750862964269
219,30.954178150728957,26.916643765401894,70.7487905038262
220,31.010488372715145,26.918089882756295,71.0361648383826
221,31.079204741572095,27.044045149290366,71.33709489657221
222,31.22098176172911,27.11376172611528,71.54168279922075
223,31.27218133607232,27.115207843469683,71.96226742776709
224,31.286950211112647,27.221747000923557,72.18292048614934
225,31.315990005007457,27.26717700928839,72.45460338849269
226,31.42344975906466,27.394281896013233,72.8956688648495
227,31.487588932904874,27.43133429015424,73.30818602390893
228,31.663309391540242,27.441044038859747,73.5537144211487
229,31.71359498618757,27.54655773556711,73.84721266328201
230,31.86391227437712,27.59364410321661,74.15684038271365
231,31.886610158428017,27.67010398337468,74.46803548428151
232,31.901379033468338,27.791086051129362,74.70558606408004
233,31.916147908508663,27.792532168483763,75.04760136973621
234,32.08874102067457,27.8874750326551,75.36220489771796
235,32.26575781550603,27.8889211500095,75.65626157738768
236,32.314787961102354,27.93237715906979,75.81525394207524
237,32.32955683614268,28.116705465795413,76.23450366698589
238,32.417660827933084,28.118151583149814,76.57485566504899
239,32.48022692613357,28.279824630436877,76.86111203365296
240,32.550042871500075,28.348490736776814,77.06263607053553
241,32.605089820573106,28.349936854131215,77.42991014613676
242,32.69319381236351,28.351382971485616,77.71729551523258
243,32.82690004588591,28.48752467175982,77.93110277543573
244,32.97382231033653,28.488970789114223,78.29408711558048
245,33.06229761399318,28.632025419814124,78.59037395570482
246,33.2053042703251,28.684800107705257,78.87924792891361
247,33.31897141854803,28.735816884767424,79.25938661758205
248,33.425310114734955,28.84076196910845,79.5019720212579
249,33.496807837425536,28.860085764806485,79.75161747558312
250,33.56301753809552,28.929314707626116,79.97413096910381
251,33.641344099956584,28.979387375464903,80.33228733422212
252,33.770506793455745,29.05511343842027,80.63379974990056
253,33.99509128687092,29.223263508860974,80.83018973731649
254,34.07369747382277,29.228054313460014,81.1542260580763
255,34.15283245592578,29.24664468446686,81.53295967997298
256,34.34508403339614,29.285711862038358,81.88136311490412
257,34.40306737797623,29.34228358991203,82.11624201412178
258,34.478697741920115,29.3946748208026,82.419161114008
259,34.49346661696044,29.485458187591057,82.64477240724975
260,34.508235492000765,29.595219157002845,82.86042836151118
261,34.63618361254365,29.596665274357246,83.16753984819827
262,34.72852639098165,29.624503257282374,83.35081937059769
263,34.973353779590575,29.701745594498686,83.65590948187857
264,35.014547721853624,29.770725216290476,83.9318164148669
265,35.02931659689395,29.772171333644877,84.10301481219327
266,35.044085471934274,29.834452198724097,84.36946913787064
267,35.10813389601664,30.022464464765353,84.72096035614223
268,35.16320657621596,30.049389604353753,85.05973982128285
269,35.17797545125629,30.174687182953825,85.50449548134608
270,35.19274432629661,30.176133300308226,85.78651743655882
271,35.30647312692996,30.24828422297216,86.08327594718445
272,35.439881212154944,30.364892318206227,86.43148181737595
273,35.50890641514444,30.36633843556063,86.84406935612847
274,35.52367529018476,30.443643940487295,87.13776827835574
275,35.615835240877956,30.560987437226466,87.35820530543472
276,35.77219170959669,30.62432979333991,87.4606945557318
277,35.8304052462998,30.691047664040155,87.70004652548282
278,35.946735900352,30.78164177701307,87.97148738295972
279,36.016341720747896,30.937025413189325,88.34573947761943
280,36.071414400947226,31.00374328388957,88.58927473883432
281,36.1354646300994,31.070899478977715,88.7371584310349
282,36.19051157917243,31.072345596332116,88.96100825452889
283,36.205280454212755,31.130206394334174,89.27449921056976
284,36.287269318238614,31.13165251168858,89.49315620006024
285,36.32907355831929,31.168704905829582,89.81851871253288
286,36.39099864090615,31.170151023183983,90.17953564972893
287,36.47699192297345,31.23347217301882,90.34934749739963
288,36.54104215212562,31.341958845350355,90.70062248069617
289,36.67087573534687,31.548392005710042,90.95091188280931
290,36.68419849303279,31.71450148057081,91.15682224047828
291,36.69752125071871,31.74142662015921,91.46263439083872
292,36.710844008404635,31.75649162432787,91.74184887141007
293,36.724166766090555,31.760976784257913,92.03331599728105
294,36.80401578183463,31.799014495850514,92.26326178657861
295,36.84192666402037,31.837052207443115,92.5259985986834
296,36.85524942170629,31.852050065761972,92.82505671175602
297,36.927415544001235,31.930815171292977,93.18838923969211
298,37.04512974840286,31.935300331223015,93.38172900048505
299,37.109178172485215,31.939785491153053,93.63544193244942
300,37.20279794147652,31.944270651083094,93.89111367257689
301,37.20665804462936,32.00839510672034,94.10642408779476
302,37.34859574462859,32.012880266650384,94.36723350708212
303,37.43056084986479,32.067434589998825,94.61839429653199
304,37.44388360755071,32.19410693100553,95.00915870398609
305,37.50419312474414,32.19859209093557,95.26521393997193
306,37.57684477679486,32.26717227625467,95.58849667221679
307,37.64630542419783,32.30790690850839,95.83413035410199
308,37.72047869149217,32.379159258819456,96.10231767876951
309,37.79139187466372,32.380605376173854,96.38411259031895
310,37.8644191454254,32.41204847666744,96.78464893993491
