Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
61,12.690080354915645,13.152902280856214
62,12.82051142172316,13.19444322543166
63,13.102271458688847,13.358732142877773
64,13.12093910069135,13.405602917773985
65,13.394817029202537,13.553575757749169
66,13.489965190757989,13.72516435858941
67,13.627565765809937,13.912494630227854
68,13.69064263932393,13.990962333936874
69,13.786135952093256,14.134454480943209
70,13.884895165958806,14.21943243013546
71,14.050136481037047,14.329058627366226
72,14.277304834476613,14.413454835810061
73,14.370688442586015,14.513251573457728
74,14.426894414147728,14.593296067877597
75,14.565537253805934,14.734303810013262
76,14.649912587909919,14.831734965468659
77,14.697500980704822,14.955489711981409
78,14.789460651893526,15.128512873600485
79,14.890716217211045,15.226305911018093
80,15.09394295401322,15.323937097598119
81,15.184392736245394,15.451327403844749
82,15.285648301562912,15.505670660544004
83,15.438764456487174,15.701703075547679
84,15.535967159183006,15.759209430953131
85,15.620342493286989,15.852356617780762
86,15.688050792158943,15.968221505082369
87,15.800687495753053,16.241011427032607
88,15.920912737810337,16.30537290946883
89,16.071655245728493,16.327197203769963
90,16.135309099230433,16.447293156672583
91,16.23024633707012,16.452254712256035
92,16.262119349401804,16.612453755090947
93,16.4622341680709,16.79222131552406
94,16.50324104655786,16.86166769751699
95,16.52028387849753,16.96011332093827
96,16.537326710437203,17.073980587418763
97,16.6075933019741,17.14316563380138
98,16.721555419688762,17.30638412662922
99,16.83093349262854,17.429152327477034
100,16.964862376629046,17.648232961763764
101,17.10089545444307,17.812674010070882
102,17.202197125384586,17.857863959720902
103,17.37760297245329,17.879960321149117
104,17.451483875475855,18.042716571498197
105,17.50151722577149,18.055363632844458
106,17.518560057711163,18.147564264702147
107,17.640696427509624,18.372681229018426
108,17.709180367803153,18.42549424628375
109,17.826920333242313,18.52164981748524
110,17.90139697099171,18.640974339457642
111,17.944634191881505,18.787165323818762
112,18.014012591988976,18.888762108332596
113,18.121381635546307,18.961822485360802
114,18.257393059791276,19.01903291323469
115,18.35077555427255,19.133207321623413
116,18.50523705155502,19.395902639590005
117,18.67001340845156,19.496569554355084
118,18.744567652417313,19.53128763213804
119,18.86445077414715,19.647811849261974
120,18.954478634581275,19.65556574724976
121,19.123919524389144,19.713730626792362
122,19.174326170180088,19.833748084930857
123,19.289900379923157,19.947446832937427
124,19.37268017734919,20.066835226700025
125,19.585228298343715,20.088749319928365
126,19.718129454322053,20.21696364881945
127,19.74502564489899,20.266046912960338
128,19.78125629007133,20.346363898283936
129,19.84194527388637,20.413124591736928
130,19.85898810582604,20.566328445158142
131,19.974556529157535,20.642195839674546
132,20.141852934448202,21.013853341296375
133,20.26810461345841,21.139025195825248
134,20.51212668697639,21.166724107949374
135,20.61133667367437,21.291949109277965
136,20.699281640193497,21.296910664861418
137,20.842590996467333,21.30187222044487
138,21.029551330971877,21.464601569975294
139,21.046594162911546,21.469563125558746
140,21.152376483418884,21.61508147321715
141,21.210684730265378,21.617249326091603
142,21.401346498640095,21.661134593515747
143,21.568235886278604,21.762904320487422
144,21.72358462841064,21.82636850940461
145,21.74062746035031,21.86515823405876
146,21.75767029228998,21.918666348386378
147,21.824107208338706,22.052262319920622
148,21.841150040278375,22.16106898458592
149,21.912424286939583,22.227245643204448
150,22.03204611479002,22.394307044134052
151,22.154624505945854,22.516661276503996
152,22.259849636768546,22.545521155294647
153,22.45862869161472,22.636287721516975
154,22.583710424120707,22.687837275507235
155,22.69612056316974,22.739386829497494
156,22.765570792178714,22.854658020274833
157,22.85699424547979,22.90165230839777
158,22.98387828029849,22.919401781233802
159,23.033911630594126,22.975114303057172
160,23.171695435617707,22.977282155931626
161,23.31637284412736,23.117198411136044
162,23.36069898931695,23.15783442302574
163,23.459614906072353,23.206440770179903
164,23.526039439127825,23.35726764276608
165,23.573592068745068,23.47947767782946
166,23.61592583585274,23.630521589488296
167,23.697453494201888,23.687307257043603
168,23.787668305808257,23.909553029138554
169,23.92681726565568,23.98061904131054
170,23.99888511778917,24.118249271192123
171,24.01672155520113,24.232311787418446
172,24.034557992613088,24.349519298237563
173,24.08049888871632,24.35168715111202
174,24.1256186393782,24.56542260943684
175,24.179348836918045,24.624382116698428
176,24.312183694585705,24.78230798216631
177,24.342447811481474,24.79923179730786
178,24.41332224742326,24.825363696729607
179,24.576041448507166,24.89529373501325
180,24.631647338087596,25.03269635499546
181,24.704356866442954,25.085469581966937
182,24.80247149032062,25.219310326304846
183,24.866320570269405,25.236554689112975
184,24.92167888232395,25.289249201087696
185,25.028943287767422,25.349390607072543
186,25.122707874278532,25.436074391169214
187,25.24956552359201,25.45063469555047
188,25.264609618599632,25.58486193316247
189,25.279653713607253,25.679135329855608
190,25.370867882764067,25.717431483719565
191,25.46769647738527,25.719599336594023
192,25.553299235300937,25.82129314024751
193,25.608148446019932,25.823460993121966
194,25.622398935555264,25.942936588224786
195,25.63890422148246,25.989565807528617
196,25.699031793973585,25.991733660403078
197,25.766001271166648,26.113233351518936
198,25.78025176070198,26.14663428900974
199,25.850383768845454,26.26471629260778
200,25.86463425838079,26.301275923659915
201,25.878884747916125,26.31733539803678
202,25.922414369029354,26.343467297458524
203,26.037806572173913,26.46889669513194
204,26.257703977469287,26.53055181428896
205,26.331612829641717,26.532719667163416
206,26.395257403286102,26.608120853428154
207,26.442498411177404,26.676539623916494
208,26.50448954653401,26.937275666842083
209,26.589786375094906,26.93944351971654
210,26.771501690393784,27.071065089681092
211,26.897302090015636,27.130024596942683
212,26.987260166337073,27.186268823170217
213,27.100912470007177,27.188436676044677
214,27.189243826384615,27.259153257075877
215,27.285670128611606,27.325080204133577
216,27.402748147303708,27.381265789123482
217,27.416998636839043,27.566572486383546
218,27.431249126374375,27.6300545620997
219,27.51559374120319,27.725888087613832
220,27.608608417456928,27.758884551373757
221,27.622858906992263,27.858197994839475
222,27.805184160654864,27.938514980163074
223,27.819434650190196,27.991180813686423
224,27.92311510076791,28.087086911784006
225,28.155397192741283,28.187945518683343
226,28.266752937513786,28.264509848246455
227,28.36678552401478,28.282259321082485
228,28.433128175249852,28.375224793617935
229,28.518356656491942,28.566826154449153
230,28.67088241677684,28.60849243777658
231,28.685132906312173,28.66357434891471
232,28.799303339390853,28.70271848219644
233,28.83991382514062,28.780840565395287
234,28.91080355773503,28.78300841826975
235,28.92505404727036,28.81644113330963
236,28.976981310487496,28.917567804734546
237,29.12072116987963,28.952726175964973
238,29.25336742549028,29.023792188136962
239,29.44867489311024,29.12881318885138
240,29.524221718688306,29.266921447154175
241,29.62432526174721,29.313499375598035
242,29.710527095192656,29.36530930357454
243,29.819774842125536,29.448778152808718
244,29.88657013148287,29.51794410686379
245,29.94567459813411,29.613525776069604
246,30.06421228354508,29.685787754237545
247,30.273458387749542,29.687955607112002
248,30.36155907106461,29.783618719469352
249,30.414157455640872,29.891546351945628
250,30.46441822887808,29.996087895064242
251,30.681019601526366,30.050551506954417
252,30.74314371689426,30.101883924253144
253,30.831369126532252,30.23569687867934
254,30.90049270701099,30.427226927090175
255,30.957270626432383,30.591336576458083
256,31.048697438949183,30.59350442933254
257,31.19004936335917,30.822520304149908
258,31.259172943837903,30.879305971705215
259,31.371590877493986,30.94414702373919
260,31.392373899767232,30.970035246507724
261,31.49034284895267,31.009879873063984
262,31.544972374336727,31.01204772593844
263,31.56110725525931,31.0932824590118
264,31.56110725525931,31.29267393609793
265,31.63843191168896,31.327832307328357
266,31.63843191168896,31.445431706582145
267,31.677226526514044,31.54212777712211
268,31.677226526514044,31.783377135040297
269,31.76397226329169,31.88858882789586
270,31.928090567502874,31.95335336715123
271,31.928090567502874,31.95552122002569
272,31.97594202918475,32.09112278307164
273,32.07439630825649,32.201949566072805
274,32.154339617194914,32.404602654643725
275,32.197974070415064,32.48132514374523
276,32.197974070415064,32.53549327214344
277,32.2668722297126,32.56983003067774
278,32.43395830125247,32.664364147125866
279,32.58354839620104,32.757071256145686
280,32.58354839620104,32.834924442841945
281,32.72773603573971,32.894526101526125
282,32.830816436173976,32.91191114779715
283,32.886722483853596,33.030594235826264
284,32.90358522257127,33.062867132934784
285,33.05576955542748,33.14579067660064
286,33.05576955542748,33.192113875494336
287,33.17030616371149,33.21207707817359
288,33.17030616371149,33.21424493104805
289,33.31985279558756,33.27179636416461
290,33.4331631752545,33.38313209993284
291,33.57577370020853,33.45539407810078
292,33.65703161351484,33.527773185250894
293,33.728825923632506,33.562111524959235
294,33.75693038232378,33.60117243478025
295,33.75693038232378,33.615853556759234
296,33.802554041225804,33.77108436273367
297,33.81498172070962,33.920606171707824
298,33.86099436324645,33.940627258569044
299,33.87712924416903,33.959929917288264
300,33.929261352508135,34.02378584394104
301,33.94618641015707,34.0259536968155
302,33.94618641015707,34.092983533432665
303,33.979655716494364,34.25933057449397
304,34.07384376566704,34.26149842736843
305,34.24090081338655,34.31706265102662
306,34.33947314901953,34.349217036184804
307,34.40277990728681,34.45285591401513
308,34.46847467762069,34.519275643324136
309,34.52590848343041,34.588731410343456
310,34.52590848343041,34.70002698379774
311,34.55642091441848,34.70498853938119
312,34.55642091441848,34.8688578203665
313,34.58570004599638,34.90268774382421
314,34.63055402311229,34.98216137194313
315,34.75377763501796,35.113595871313606
316,34.828647679889905,35.1184591540652
317,34.908297922110314,35.13305468642347
318,34.908297922110314,35.13522253929793
319,35.023185688094465,35.17491226681497
320,35.07518596361821,35.17708011968943
321,35.14580850779164,35.179247972563886
322,35.14580850779164,35.260337032118294
323,35.270155619805095,35.3273348626161
324,35.372322492644784,35.375515358027386
325,35.45889044966874,35.43937128468016
326,35.49656722335054,35.51251712926138
327,35.5144204573373,35.51468498213584
328,35.597446869853904,35.5168528350103
329,35.61358175077649,35.6335946378218
330,35.641825408455524,35.63576249069626
331,35.69241599813529,35.637930343570716
332,35.75998695276867,35.69832835435509
333,35.833201144668685,35.70049620722955
334,35.86619166302465,35.78222475405987
335,35.886696350933434,35.817808190861676
336,35.95645631988855,35.895132982818616
337,36.02215109022243,36.00334637843018
338,36.055485688502934,36.00551423130464
339,36.09912014172308,36.007682084179095
340,36.200663796948206,36.15912726718404
341,36.235849180598166,36.1612951200585
342,36.23664278607045,36.223306313906946
343,36.340054824983014,36.27109782568343
344,36.4304355236889,36.273265678557884
345,36.48818785906749,36.33874028969963
346,36.57453228968514,36.54470587836851
347,36.83016917765976,36.54687373124297
348,36.83016917765976,36.644315794138606
349,36.9083896824706,36.64648364701306
350,36.9111833851796,36.67015795120685
351,37.01963757706101,36.75360979127765
352,37.01963757706101,36.82553761310722
353,37.01963757706101,36.85166951252897
354,37.06785515323246,36.85383736540343
355,37.10912056813928,36.957324729592045
356,37.252981456001955,36.9594925824665
357,37.252981456001955,37.010509701363354
358,37.34284306987016,37.01267755423781
359,37.36434952118949,37.082944228557025
360,37.39163283443941,37.186648627047745
361,37.411910793789524,37.20306696945754
362,37.53590318113605,37.2493686413437
363,37.57823700690028,37.25153649421816
364,37.743634792740664,37.33896686755647
365,37.82510806695181,37.434161499182366
366,37.872003803995725,37.49056076677836
367,37.9670779940938,37.50780512958649
368,37.98190817448582,37.60723485365247
369,38.03583376545466,37.68558829484401
370,38.15540737134707,37.687756147718474
371,38.20836787820731,37.812481288096436
372,38.26046003990705,38.03387157933212
373,38.26046003990705,38.230033509384114
374,38.2858104337132,38.269295273871634
375,38.330937962186425,38.34043102415204
376,38.381135299184606,38.41855310735089
377,38.381135299184606,38.420720960225346
378,38.40642623435261,38.470740274781676
379,38.47272525292432,38.47290812765614
380,38.56616590909137,38.5941421737825
381,38.58890326563204,38.65721300925459
382,38.706817936229,38.67624360084673
383,38.706817936229,38.751255839530934
384,38.77491675767376,38.80031942944931
385,38.94819585427736,38.919362895481186
386,38.991075736713114,38.986360725979
387,39.03881638253439,39.08189288357675
388,39.03881638253439,39.209699108665276
389,39.133709434454445,39.25054136606233
390,39.166329863282144,39.252709218936786
391,39.166329863282144,39.254877071811244
392,39.30911988340657,39.41144497627048
393,39.3233703729419,39.45050588609149
394,39.5435202594173,39.542149485317715
395,39.625604925150554,39.61432982587368
396,39.753767744169735,39.61649767874814
397,39.753767744169735,39.6186655316226
398,39.753767744169735,39.62083338449706
399,39.79441488137578,39.62300123737152
400,39.835680296282604,39.72999066496361
401,39.87597233220785,39.79932997096777
402,40.02534078635753,39.91710034112522
403,40.09631877806429,39.97680807912061
404,40.173624553308755,40.050795775477184
405,40.24453039224171,40.05296362835164
406,40.24453039224171,40.0551314812261
407,40.26218673643167,40.108639595553726
408,40.34142403790612,40.19393966201276
409,40.34221764337841,40.312057798013846
410,40.43778701268642,40.39409892608538
411,40.46432840594964,40.52837440614866
412,40.50825030057813,40.530542259023115
413,40.50904390605042,40.5686711755025
414,40.54137564351642,40.61869049005884
415,40.606070841306355,40.70721287923506
416,40.60686444677864,40.796691111237195
417,40.607658052250926,40.79885896411166
418,40.624586538645794,40.801026816986116
419,40.625380144118076,40.87794737383198
420,40.69849072667533,40.9343601531467
421,40.739883053331276,40.936528006021156
422,40.823716511401315,40.98715044113309
423,40.8245101168736,41.0261720104239
424,40.98267436868292,41.1064889957475
425,41.01075128740513,41.108656848621955
426,41.01154489287741,41.16312046051213
427,41.04829956195463,41.22016140432999
428,41.04909316742691,41.29622527286546
429,41.10047736257896,41.32782777497156
430,41.166132951793955,41.377882005132534
431,41.16692655726624,41.38004985800699
432,41.25425552962871,41.43009133671401
433,41.25504913510099,41.59763893149069
434,41.355475242708266,41.703783944350846
435,41.4791068485613,41.77125830699577
436,41.62186139357529,41.813871038355686
437,41.688349769381446,41.94219721101559
438,41.7192484190878,41.94436506389005
439,41.72004202456008,42.1135080166088
440,41.88318923773718,42.25921210483912
441,41.9015954246195,42.26137995771358
442,42.0027151672118,42.3315106457878
443,42.078201713168525,42.33367849866226
444,42.13642912445054,42.335846351536716
445,42.21597813084361,42.412673576328764
446,42.26890808682259,42.48084086062683
447,42.30747114446335,42.60759397320657
448,42.3416285637869,42.699454895899535
449,42.42544858177579,42.77799871316694
450,42.54286118315467,42.780166566041395
451,42.569124367646296,42.823173527626736
452,42.569917973118585,42.842266438150126
453,42.57071157859087,42.94574423234426
454,42.571505184063156,42.997836394044
455,42.64072130838694,43.02975963104735
456,42.71789087825216,43.07319289882862
457,42.76492219663247,43.09809810824376
458,42.76571580210475,43.174340863456706
459,42.826607651610956,43.32075679156129
460,42.90656806904728,43.45759625534179
461,42.95510232034084,43.45976410821625
462,42.955895925813124,43.47618245062604
463,42.95668953128541,43.54487169693041
464,43.062439582495195,43.6449042834314
465,43.13119062879049,43.72302636663025
466,43.14587585576518,43.82738109442876
467,43.27898571079909,43.829548947303216
468,43.432899854081455,43.869491405086634
469,43.49852343717709,43.8716592579611
470,43.49931704264937,43.95098932057679
471,43.60471018385895,43.999169815988076
472,43.60550378933123,44.04066496581687
473,43.62600847724001,44.20585943529548
474,43.754910304982744,44.20802728816994
475,43.791304694114515,44.210195141044395
476,43.87334160553631,44.25925873096277
477,43.976682142513226,44.3113863828324
478,44.1062252396363,44.37841621944957
479,44.23016039337981,44.49332500836816
480,44.26067282436788,44.56314718738967
481,44.26067282436788,44.565315040264124
482,44.27759788201681,44.677877733572444
483,44.27759788201681,44.82120643439682
484,44.42287200570728,44.82120643439682
485,44.55554307912191,44.82120643439682
486,44.55554307912191,44.85048556597472
487,44.603946620937705,44.899879650083776
488,44.641716073106174,44.899879650083776
489,44.78469260035838,44.940324528569235
490,44.934308575212064,45.1009506493895
491,45.001400910915564,45.1009506493895
492,45.05097387738815,45.1009506493895
493,45.10505025074123,45.14607681755807
494,45.10505025074123,45.219787295148606
495,45.1527908965625,45.258808864439416
496,45.17487032759802,45.35178817728057
497,45.197577122044564,45.420707680870464
498,45.197577122044564,45.55329630857131
499,45.197577122044564,45.64893307028053
500,45.26783686830994,45.64893307028053
501,45.289343319629275,45.728938211089876
502,45.40990554575327,45.78740691777669
503,45.48814294189877,45.823801306908464
504,45.52591239406724,45.87772689787731
505,45.72188182996008,45.87772689787731
506,45.72188182996008,45.97025726749697
507,45.72188182996008,45.972425120371426
508,45.747351408979426,46.03208348300852
509,45.818167623815796,46.13227848459768
510,45.9252993826861,46.220277361268124
511,45.9252993826861,46.23720241891706
512,45.9252993826861,46.23720241891706
513,45.9252993826861,46.2911280098859
514,45.9252993826861,46.37049168834585
515,45.9252993826861,46.497304126145664
516,46.040696916369846,46.54668582726147
517,46.08092531043641,46.58495945724793
518,46.09545422987297,46.61306391593921
519,46.09545422987297,46.659645860412176
520,46.158089913251295,46.71930422304927
521,46.282439163276564,46.832454263649865
522,46.29573226094853,46.94201141264694
523,46.50313868321884,47.049764999297594
524,46.566377714406656,47.049764999297594
525,46.566377714406656,47.08665805624415
526,46.64356642371389,47.08665805624415
527,46.74246553315494,47.12598535319849
528,46.7829104116404,47.20127668000954
529,46.78570275404474,47.231786477687116
530,46.83452783642871,47.231786477687116
531,46.83452783642871,47.26449437862369
532,46.83452783642871,47.26449437862369
533,46.90255078983424,47.33167662058253
534,46.90255078983424,47.39428846558189
535,46.98889522045188,47.42298001990779
536,47.03039190158821,47.42298001990779
537,47.12129939159708,47.42577372261678
538,47.19352660382434,47.42577372261678
539,47.19352660382434,47.44550764265655
540,47.22617479565151,47.44550764265655
541,47.266403189718076,47.44550764265655
542,47.266403189718076,47.44550764265655
543,47.316547439381296,47.52458814840531
544,47.37786102038524,47.60792166682207
545,47.41632917940048,47.60792166682207
546,47.41632917940048,47.68274726897408
547,47.493634954644946,47.87319025063415
548,47.63727438970476,47.932218576596064
549,47.65512762369152,47.932218576596064
550,47.712027454821325,48.0173450643294
551,47.77533421308861,48.055114516497866
552,47.858360625605215,48.06754219598168
553,47.858360625605215,48.06754219598168
554,47.89525368255177,48.11541582181424
555,47.94913873002713,48.11541582181424
556,47.99354880559653,48.11541582181424
557,48.0087659989931,48.11541582181424
558,48.0087659989931,48.140959772387085
559,48.07828159041437,48.140959772387085
560,48.09841816653338,48.178734377296045
561,48.156251445103706,48.250086645676376
562,48.18880167001221,48.276446641890814
563,48.36149336673113,48.35218833922105
564,48.36149336673113,48.43024775381911
565,48.416908062114246,48.43024775381911
566,48.416908062114246,48.53027807946573
567,48.416908062114246,48.547201894607284
568,48.416908062114246,48.547201894607284
569,48.4503236460416,48.547201894607284
570,48.491836150107176,48.547201894607284
571,48.491836150107176,48.58577754732951
572,48.657760170337724,48.62520343731527
573,48.657760170337724,48.69417133472121
574,48.69075068869369,48.70402469335848
575,48.73375765027903,48.70402469335848
576,48.76544709590253,48.75341877746753
577,48.76544709590253,48.75341877746753
578,48.832331986167176,48.75341877746753
579,48.944916650469104,48.84750795205743
580,49.11235724334081,48.84750795205743
581,49.11235724334081,48.922094604579435
582,49.11235724334081,48.98812434359353
583,49.17678519834838,49.14462914652667
584,49.20050556824245,49.23292674496367
585,49.251843114040256,49.28371489298866
586,49.29710939499988,49.33410929164246
587,49.29710939499988,49.4126531658239
588,49.29710939499988,49.52016510131308
589,49.47867073871258,49.65974542992743
590,49.47867073871258,49.80746891993866
591,49.669577013436324,49.80746891993866
592,49.80457416408828,49.84017682087523
593,49.80457416408828,49.93203282546181
594,49.864355953761034,49.957780613252744
595,49.91399802886308,49.957780613252744
596,49.95132661952463,49.957780613252744
597,50.00362237854034,50.121974997569524
598,50.00362237854034,50.13653530195078
599,50.07805160116051,50.186434088310754
600,50.11785766978464,50.2270812255168
601,50.22180378057163,50.274967602803315
602,50.245524150465705,50.274967602803315
603,50.298433566716184,50.320980245340145
604,50.298433566716184,50.4388027359431
605,50.334827955847956,50.51730719337619
606,50.334827955847956,50.534232251025124
607,50.34627263709821,50.534232251025124
608,50.45882912247429,50.578697313854285
609,50.50243987415187,50.649289544025834
610,50.50243987415187,50.649289544025834
611,50.51700017853312,50.649289544025834
612,50.51700017853312,50.723101247761846
613,50.51700017853312,50.77095270944372
614,50.5375048664419,50.8097473242688
615,50.5375048664419,50.8097473242688
616,50.5375048664419,50.8097473242688
617,50.5375048664419,50.8097473242688
618,50.65025079982347,50.8097473242688
619,50.65025079982347,50.86978718874873
620,50.82214806256336,50.93063001167757
621,50.82484349244049,50.98233630586087
622,50.92307506569968,51.01745037230654
623,50.92307506569968,51.01745037230654
624,50.92307506569968,51.03772833165665
625,51.00121856363662,51.1278632079349
626,51.029462221315654,51.25066673866864
627,51.10773644895502,51.25066673866864
628,51.12787302507403,51.25066673866864
629,51.22511343741756,51.29724868314162
630,51.22511343741756,51.34348639604964
631,51.382353348518926,51.34348639604964
632,51.382353348518926,51.34348639604964
633,51.42875780290549,51.39771781077118
634,51.45700146058452,51.53586944878036
635,51.52317811920305,51.58217112066653
636,51.62813890158704,51.58217112066653
637,51.72064551537013,51.6462523663635
638,51.761910930276954,51.685579663317846
639,51.79853280205665,51.685579663317846
640,51.83795869204241,51.685579663317846
641,51.954059082111954,51.685579663317846
642,52.02651284722441,51.71501431254948
643,52.154056063782605,51.71501431254948
644,52.20623439537123,51.71501431254948
645,52.23674682635931,51.71501431254948
646,52.37278115338934,51.71501431254948
647,52.40619673731669,51.83379377731499
648,52.40619673731669,51.87444091452103
649,52.40619673731669,51.87444091452103
650,52.61763414828008,51.891393452165914
651,52.6588995631869,51.94435395902616
652,52.78932718577481,51.94435395902616
653,52.90962568409051,51.95678163850997
654,53.03836172479024,51.97596945174264
655,53.03836172479024,51.97596945174264
656,53.206078464463644,52.09624002307167
657,53.206078464463644,52.09624002307167
658,53.324108479001495,52.09624002307167
659,53.37199485628802,52.181427267727955
660,53.42081993867199,52.31381653262203
661,53.550097125270426,52.326970302641925
662,53.61661851870033,52.347753324915175
663,53.71025088321115,52.379865835854886
664,53.72800035604719,52.43045642553466
665,53.740428035531,52.43045642553466
666,53.740428035531,52.520979475574904
667,53.740428035531,52.60425742786835
668,53.77554210197668,52.60425742786835
669,53.77554210197668,52.647551969741606
670,53.79246715962561,52.69745075610159
671,53.903245317991704,52.69745075610159
672,53.903245317991704,52.76842874780834
673,53.94474199912803,52.87182813203394
674,54.02190420886926,52.87182813203394
675,54.02190420886926,52.994416095406315
676,54.02190420886926,52.994416095406315
677,54.062502930052915,52.994416095406315
678,54.12853266906702,52.994416095406315
679,54.12853266906702,53.05407445804341
680,54.12853266906702,53.143320110675006
681,54.12853266906702,53.219696075067944
682,54.18062483076676,53.3019410902988
683,54.18062483076676,53.35601746365187
684,54.241938411770704,53.378947742479866
685,54.27471273151919,53.378947742479866
686,54.33129186294586,53.564016437981046
687,54.40233820197142,53.61339813909685
