Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundMultiArmedBanditTheta,ThompsonSamplingMultiArmedBanditTheta
204,0.4302021907299312,0.19822820288683082,0.20153395933977403
205,0.4318385532718585,0.19778859520558142,0.2016421155900189
206,0.4317331404690658,0.1973444446031148,0.20163510210229937
207,0.4317087317313132,0.19737272761310742,0.202047500657774
208,0.4315800676905267,0.19633949282659308,0.20117961151056218
209,0.4314369927024882,0.19524892832435814,0.20150890476691177
210,0.4316864327033678,0.19563655491529333,0.20134935925145112
211,0.43165050183830755,0.19473660971932005,0.20159480054514906
212,0.43002668290415275,0.19477602658420776,0.20133823371424792
213,0.42910509696304244,0.19524667913033614,0.20187961768021104
214,0.4291835616409568,0.19541612070089315,0.20201345288330047
215,0.42859629150594436,0.19492848390260736,0.20180456171749078
216,0.4299983178307721,0.1928846749083787,0.20079506197160582
217,0.4294394586065732,0.1924447414397888,0.20178617827636308
218,0.42902813588289257,0.1921388556832273,0.20097083621560746
219,0.42868050192169405,0.1928656391342671,0.20137685108992423
220,0.42866500738835034,0.19307597238449725,0.20140426363347172
221,0.4292685563429142,0.19259169460836983,0.2013747865918348
222,0.4295803411861764,0.19221899026398648,0.20297090027246742
223,0.42993688036164535,0.1923587802158962,0.20317156806713577
224,0.4283299121475615,0.19221129836440484,0.2017008630611911
225,0.42831241933878655,0.19116095499132504,0.20133659289460773
226,0.42770008972113904,0.19140716836471192,0.20107278444278487
227,0.41508864758967434,0.18867917336894022,0.20116620667935298
228,0.4152779576819957,0.1892084151684486,0.20123111311463465
229,0.4149551141341806,0.18850315163220263,0.20092614285722096
230,0.4149628169592104,0.18418960375897153,0.20065242046608053
231,0.41502249250453926,0.1832308094276227,0.20026837239501066
232,0.4113371548072521,0.18371094670090155,0.1999766181981457
233,0.41112300050660827,0.18130819241943041,0.2011046248505735
234,0.41033515113878016,0.18067514745133675,0.20057823134287558
235,0.41028851886317685,0.18092707472832886,0.20006787171629212
236,0.4100898973889053,0.1805707932537821,0.20021740227946205
237,0.40998795421370604,0.18099815511064604,0.19960556807295834
238,0.40652160187924863,0.18102341434705513,0.19930672258930723
239,0.40650716916042134,0.18111658553079754,0.1995511633033517
240,0.40654314842571787,0.1810004267642971,0.1974817091044552
241,0.3991913848091097,0.17969724486710673,0.19661684451243583
242,0.40076886663107525,0.18006841278039784,0.19651410598968205
243,0.4002182500827024,0.18073187388109305,0.19669044551206294
244,0.3992546845628083,0.18039940073295363,0.19624151850321728
245,0.39857711605686036,0.18024947603970182,0.19590873258707903
246,0.3992395380563026,0.17979180386283858,0.19584437051230077
247,0.39928465350453346,0.17935837490144602,0.19642481629879538
248,0.3992857628060335,0.1791145550950408,0.19555372509560404
249,0.39933558636323,0.178290748442909,0.19436205854081393
