Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS
110,21.92001724185972,18.958338426195503,29.387976922690108
111,22.06744032622419,19.053180278182168,29.631066455280887
112,22.21518016722209,19.170014616767396,29.82795213838427
113,22.38038535331946,19.3677745927203,30.110619019541343
114,22.645274390645326,19.453636479065437,30.340393012229335
115,22.776297842574774,19.496417233916752,30.60165685331857
116,22.87791491409441,19.59052867897966,30.89553517678396
117,22.97617235948617,19.67908576312741,31.15068524443941
118,22.99531879816403,19.705345091923682,31.395141595720133
119,23.066697029739583,19.827329558629184,31.63979415535433
120,23.20858910549584,19.971276631410174,31.89866864583079
121,23.42017906674199,20.029532788759745,32.153415785540844
122,23.5357352493913,20.219549240689194,32.31663977995327
123,23.666756205380548,20.273568549494556,32.541956587617065
124,23.817843289975,20.41511100679895,32.841447750692915
125,23.99407009448539,20.529263846631004,33.12208035477768
126,24.280517108485466,20.598068163870472,33.254139593028626
127,24.407410501140365,20.654950199219606,33.412536991178754
128,24.546154285869445,20.824335369040043,33.590854521006676
129,24.700636175638685,21.01876698445313,33.81269768704392
130,24.856284721181005,21.14652879600604,34.07037834290421
131,25.104061032967614,21.2144540009623,34.37427019149441
132,25.255396621140562,21.307628513719212,34.62246694891382
133,25.35735077927179,21.365193970932392,34.812737512554776
134,25.495255460850878,21.480182421074247,35.111976410042786
135,25.652597452127953,21.559459885716464,35.337130996401925
136,25.851214950591782,21.613950208259652,35.56566717945772
137,25.91085117631248,21.70085429103836,35.70684544206066
138,26.059184081776287,21.859932401894717,35.91542822479914
139,26.218939312022663,21.97922671004347,36.23967405471367
140,26.366672031962416,22.153090931938117,36.41724790637815
141,26.534974588262827,22.275374050352564,36.56738406324232
142,26.70738923255401,22.312686407394224,36.763398608754756
143,26.775478607143384,22.456118404007363,36.98964296789474
144,26.891301578869435,22.524095467593742,37.21573819419463
145,27.01139424234131,22.67670486106199,37.5414717886279
146,27.206130555172603,22.76354664124552,37.8316884443206
147,27.411967784606997,22.83120501330123,38.056453871023656
148,27.618617843804554,22.8607190453902,38.30191501085626
149,27.75426164268643,22.976856470203423,38.41253080004991
150,27.861989203491287,23.076803311514546,38.69151855239443
151,28.076327147752806,23.189708934575386,38.90512869769587
152,28.23115746628904,23.280272608311385,39.1095229593637
153,28.372019929159997,23.3320626115023,39.24016158874645
154,28.43048967086426,23.393937726224568,39.35514249695969
155,28.609275286884177,23.417434525316065,39.61923534407572
156,28.654111685048566,23.567109234532165,39.8131432473855
157,28.707596610630258,23.596894601720553,40.01983908085535
158,28.77039730672005,23.655142631352515,40.226635185598965
159,28.873423149146667,23.66795998432621,40.44071440899701
160,28.96800162731467,23.731551197696117,40.6341770383404
161,29.073871902502844,23.794110079839434,40.8457855123918
162,29.17440053991074,23.856753345270473,40.951968916158194
163,29.268293174470124,23.92837604022347,41.10375709405616
164,29.35752344402934,23.97442591753705,41.26661126551928
165,29.43276520508949,24.033472076861337,41.47069393782762
166,29.550798402317334,24.074272293858407,41.66193239745376
167,29.68513001741176,24.132662907290857,41.79937172897487
168,29.82485040073711,24.185292340361368,41.97178431565079
169,29.89846450768922,24.228671277859746,42.07053382682234
170,30.011358806471726,24.280440602421127,42.24915541200622
171,30.14861442736527,24.41025253073653,42.566507864047765
172,30.262217082473775,24.479690592518644,42.82007762170652
173,30.49217092535103,24.5288964503627,43.0147301883744
174,30.730882204748962,24.658512417396125,43.22286923326329
175,30.897381545170685,24.731379351731654,43.34238019483693
176,30.951151822050832,24.822323337868507,43.65638604844888
177,31.04893936177026,24.85579625305761,43.89836640710486
178,31.176256900714673,24.897283541844956,44.217365855048094
179,31.265182575122516,24.91394239894779,44.44388233585348
180,31.365730632542515,24.967618849133075,44.715276606446935
181,31.59876167617246,25.067201951109105,44.94016277193099
182,31.740429516550698,25.16802231141098,45.09770559093516
183,31.866249794185315,25.21496329371248,45.33478126647931
184,31.91158973212046,25.25984292743345,45.54762911765619
185,32.13564586967214,25.317463667731126,45.689118093143925
186,32.210612563715664,25.387439163314713,45.97200015436973
187,32.370991975770046,25.438563474586747,46.15690550521774
188,32.49327998785955,25.51829840411826,46.36828188375778
189,32.65139272132265,25.63809350946043,46.57312623946405
190,32.86826413205249,25.704285906374054,46.84201185844801
191,32.96308388459851,25.780804133771575,47.10993093632011
192,33.15877997454529,25.94221031881324,47.44881804262378
193,33.329605303644456,25.986317336893514,47.638064289090934
194,33.53666333162761,26.084167690606172,47.81904640678538
195,33.674541162387754,26.194330073132996,47.952823150871396
196,33.81735083579082,26.29866572223609,48.214288313060806
197,34.063592261077005,26.339009806619817,48.490098375400606
198,34.112009396013555,26.360431694776224,48.721773918887635
199,34.25437537096271,26.470934406140465,48.90362284560604
200,34.443827262324135,26.599017037015596,49.09458064705682
201,34.55018768834419,26.66605205977489,49.3303544414914
202,34.72355616972792,26.73696458436276,49.58474533037968
203,34.80989603865974,26.84491484589583,49.876880030999075
204,34.90330814592857,26.993804736513304,50.02757876360207
205,35.02932462108452,27.00281300639265,50.209472621196866
206,35.10291071612614,27.137437604957817,50.44796022117517
207,35.34200810867573,27.180165312653894,50.61105858053429
208,35.59487469628043,27.312922645076828,50.88028506258225
209,35.70810616368139,27.36956583471575,51.138162472895694
210,35.861617967330886,27.459111661671415,51.324518844736666
211,35.98850271011638,27.524788409823877,51.57373316060681
212,36.05068492511992,27.612769609375732,51.73901566558099
213,36.17695817054473,27.714314164575836,51.93485120371489
214,36.3190786538115,27.718700196625218,52.15406429119834
215,36.46672667509424,27.825369438583078,52.27467211078575
216,36.6088188594365,27.85251309601755,52.40519930751386
217,36.76032789170889,27.92970789215251,52.580906700819504
218,36.83216170768588,27.974406674761546,52.77619655831104
219,37.087290563922025,28.040136774162107,52.84926165701705
220,37.169445039019756,28.15486055463854,53.000224141685145
221,37.284626083994716,28.21733317696274,53.154538520216626
222,37.38572197383861,28.31001434460894,53.315136360666756
223,37.51861258960857,28.37274776921596,53.55379787190382
224,37.58485274029319,28.46068444143839,53.803433140495585
225,37.66243225793862,28.534734120167606,54.089118799558705
226,37.72433597492875,28.577912145823433,54.16805170646321
227,37.809420607404675,28.636410920720742,54.31606024194824
228,37.919520995635686,28.71042199405374,54.49164547008807
229,38.02593698225,28.785529159278138,54.752673851042644
230,38.16641943299991,28.801097728683157,55.005815989734096
231,38.34440816079625,28.854341823378196,55.218337399351604
232,38.595545884996014,28.878724498832167,55.38559575250847
233,38.723486012364404,28.89611130974277,55.67271848728827
234,38.73704228190987,28.93959076701305,55.823862506433976
235,38.7966994390594,28.991497261846,56.028606499532394
236,38.869921892194554,29.041291875324635,56.122566443162576
237,38.99641511930751,29.0836584033997,56.27833527404955
238,39.101732924987154,29.142766265906072,56.670332898207576
239,39.35147821239675,29.24752868019369,57.01403450663294
240,39.497078753021675,29.2970928447429,57.113871350772115
241,39.5743041510765,29.351146144704057,57.298671408353826
242,39.60447283731649,29.45430751095401,57.47729512063586
243,39.69887423644901,29.521885758086178,57.620171413778074
244,39.78952609670411,29.61436977935491,57.77798642297263
245,39.86748129799521,29.71664389802931,58.18879143561047
246,39.925997787955815,29.745567332631918,58.28549007090643
247,40.0982562970435,29.81245892929499,58.578657974238396
248,40.268205279609894,29.874671079588733,58.78268537006551
249,40.4119215993917,29.914681890874398,58.98460406767227
