Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.22206286783464524,0.39217865609173497,0.34234384001819,0.4814043787738839
1,0.5255478825980863,0.8944516509420483,0.6729983795579727,0.9538107445029229
2,1.0266566282569847,1.289368618176125,0.9969169520005504,1.466009293429667
3,1.3398240209340595,1.6694236272525984,1.4197864980174892,1.8541686320806448
4,1.7184473208399644,2.106542187297999,1.765415113945362,2.2058195228267716
5,2.049274611155607,2.460090905679219,2.2105066062093384,2.5811128628573172
6,2.4125824864065444,2.8649389647070387,2.7293942134443103,3.070589329542855
7,2.8733226419760105,3.1966635250381072,3.1840262065973066,3.2879685569525963
8,3.181019487457155,3.480563171099251,3.5411722047632708,3.65624146516515
9,3.495945906544955,3.7865009384757045,3.9225709932978474,3.986675182257467
10,3.7563399164853557,4.1937455328737565,4.3093922269153,4.3232524754088875
11,4.0932059355438986,4.575469649434477,4.499479630565481,4.68429440925407
12,4.4141907652038,4.806262615055635,4.746347899272733,5.031491920882059
13,4.693818175491247,5.028328057297396,5.112001209129579,5.41663741644478
14,5.090072175344973,5.176290761057613,5.395455219587517,5.932687569053563
15,5.431395265388362,5.692402939360418,5.800791038130294,6.271660941741345
16,5.6811939862666385,5.8414240652194165,6.189069191439943,6.64755546068276
17,6.083531579088262,6.0235392436690125,6.6599592906725835,7.0140880721476595
18,6.3543924686611355,6.211170375696751,7.077766206085974,7.364933774160738
19,6.563718132114746,6.5587542399474374,7.36849848463738,7.650538500965591
20,6.858976771692736,6.853841790118262,7.756117061268961,7.965643089841249
21,7.0683024351463475,7.117760534855388,8.20471432797315,8.298019559117803
22,7.497828620691881,7.362435553315083,8.607531507443813,8.652715831806967
23,7.848277729764388,7.709709723907656,8.924502636113628,8.981462311611004
24,8.250153634717979,8.175318845075079,9.342358347760849,9.391615801734853
25,8.555584203804445,8.513075938937103,9.730454927582036,9.690023158353188
