Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9880704851388276
1,0.9797596878869607
2,0.9780395738072827
3,0.952341623877269
4,0.9462866482260056
5,0.9415662641983722
6,0.9397935542131954
7,0.9365855817172773
8,0.9152663222989228
9,0.9083681950053922
10,0.9038396383686773
11,0.8945715537314118
12,0.8933349742857002
13,0.8904035658621469
14,0.8856050300391578
15,0.8865589038831267
16,0.8850086622557487
17,0.8760524092921971
18,0.8732709509624732
19,0.8672925215226446
20,0.8552774353145332
21,0.8502563165112772
22,0.8426306272680085
23,0.8448102498310798
24,0.8438480434691809
25,0.8398335423221092
26,0.8388805404566464
27,0.8336606851233759
28,0.8342129691961497
29,0.8305298741649517
30,0.8337677523941904
31,0.8326730314951766
32,0.8250974696774221
33,0.8230912839095073
34,0.8199187956112027
35,0.8084008993211336
36,0.8041890500690776
37,0.8017658119306217
38,0.7949931436600295
39,0.7887136963924549
40,0.7835592798670523
41,0.7826152340329735
42,0.7697878042623062
43,0.7742502954051755
44,0.7705971807704463
45,0.7702518067944819
46,0.7674455062636154
47,0.7651922968551126
48,0.7630655298041853
49,0.7623803951876378
50,0.7617249192522724
51,0.7617924548549809
52,0.7575575647714781
53,0.7574520448783647
54,0.7570371360059089
55,0.7570797393326355
56,0.7541884209343801
57,0.7444829509219734
58,0.7427148066051152
59,0.7424876287499853
60,0.7430985017928439
61,0.7288665157568388
62,0.7288009462810019
63,0.728841814107966
64,0.7322758680541702
65,0.7322638337011154
66,0.7319810934681297
67,0.731989400972983
68,0.7318243453251319
69,0.7212156005389133
70,0.720014823648994
71,0.699308719129956
72,0.7009034624852952
73,0.6957042407224197
74,0.6815740525073903
75,0.6808624512935008
76,0.6819221509470927
77,0.683091207559514
78,0.6711690577499622
79,0.6712473960100784
80,0.6716095752199205
81,0.671858379618397
82,0.6717401003167683
83,0.6717427768922161
84,0.6704447355170121
85,0.66895961514466
86,0.6684271683986694
87,0.6675286266635765
88,0.6639851491846981
89,0.6639743268719414
90,0.6636465503626385
91,0.6636584651941129
92,0.659775100662996
