Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9912799134049342
1,0.9557593289662902
2,0.9365893487838284
3,0.9331037951906653
4,0.922110013393878
5,0.9120059132338479
6,0.9052736083250263
7,0.8999012541213893
8,0.8967316359106203
9,0.8837799699628984
10,0.8745626918738031
11,0.87191451820906
12,0.8700621868820158
13,0.8658764050590791
14,0.8672150252564303
15,0.8669307117284539
16,0.8640364616853999
17,0.8553548238935378
18,0.8561523514230658
19,0.8500584740423994
20,0.8493678212671132
21,0.8433462767468634
22,0.8306960257063206
23,0.8256650184069183
24,0.8256691653649006
25,0.8237934269173335
26,0.8221836264443884
27,0.8216307643802379
28,0.8143726034642255
29,0.7958707228855463
30,0.794696953326955
31,0.7949541109898517
32,0.7948468942082824
33,0.7847478505803442
34,0.7788201330797029
35,0.778411751567402
36,0.778117445670947
37,0.7679249419742368
38,0.767742057378086
39,0.7671192491858451
40,0.7593950236999815
41,0.7594625572750964
42,0.757342700401075
43,0.757572310389915
44,0.7540973269800093
45,0.7539053657637208
46,0.7519675326515273
47,0.7518015881760155
48,0.7503511156473607
49,0.750261728719958
50,0.7449664023528999
51,0.7443555848197998
52,0.7390069053223625
53,0.7362643551293546
54,0.7319389592655211
55,0.7290833361920057
56,0.7189546146847066
57,0.7127663021549948
58,0.7122137941760756
59,0.713069455046328
60,0.6892495299026681
61,0.689178459961559
62,0.684387741609998
63,0.6840710332982339
64,0.6834424265120651
65,0.6830858159079936
66,0.6786190970018068
67,0.6785965864485527
68,0.6774828665697841
69,0.6716957411988314
70,0.664915229451554
71,0.6638288902292162
72,0.6643407450476371
73,0.6642737931145482
74,0.6656030694499396
75,0.6645016535777326
76,0.664409649794769
77,0.6642781038838959
78,0.6647617087710285
79,0.6649289587097577
80,0.6612748000893595
81,0.6539019788581195
82,0.6439698296291902
83,0.6425336515540842
84,0.6424971100735462
85,0.642796328000226
86,0.6406980518478514
87,0.6403674542042871
88,0.6386362394521211
89,0.6382772935795408
90,0.6385423658013198
91,0.6375460037314502
92,0.6383871574546132
93,0.6212116497451203
94,0.619321743684692
95,0.6120701003546172
96,0.6050312983163829
97,0.6044384654139852
98,0.6028107512689378
99,0.602444136877163
100,0.6023623398423029
101,0.6023947604947539
102,0.6026037264205971
103,0.6026951295558336
104,0.6025974390426002
105,0.6020965548561692
106,0.6028191184074427
107,0.6028207382831616
108,0.6010678451294134
109,0.6011684168936238
110,0.6001411508689667
111,0.6000714974323189
112,0.6001912945081898
113,0.5943466539809513
114,0.5937637142187275
115,0.5938849548548352
116,0.5937568424459959
117,0.5915585788229631
118,0.5855518432264886
119,0.5851434664297761
120,0.5655376891669446
121,0.5656843492480077
122,0.5569017817509886
123,0.5520456471787789
124,0.5528508759290418
125,0.5514715835925147
126,0.5513799748828128
127,0.5521195855857848
128,0.5514192456603698
129,0.5514363579115285
130,0.5513777841119144
131,0.5503036033464394
132,0.5440326247676533
133,0.5414691457849823
134,0.5412232764177003
135,0.541350566275964
136,0.5406807872980073
137,0.5390462611954489
138,0.5385001571809642
139,0.5381235586549623
140,0.5383226689543787
141,0.5376373395192908
142,0.5377907725483917
143,0.5376981923189764
144,0.5372011050673364
145,0.5372557125445149
146,0.5368179073750399
147,0.5367327334754192
148,0.5373453253315983
149,0.5373066529618521
150,0.537358953268098
151,0.5372977872114337
152,0.5378479516902301
153,0.5366807683060801
154,0.5372164728184013
155,0.5372519882756993
156,0.5243475083566624
157,0.5223945558570505
158,0.5218888682102861
159,0.5216682533103476
160,0.521656652851978
161,0.5214330224891082
162,0.5208653969259208
