Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundMultiArmedBanditTheta,ThompsonSamplingMultiArmedBanditTheta
0,0.9870668948719741,0.9788142674251347,0.9907237039470491
1,0.9660099663975334,0.9699161079159679,0.984626871774082
2,0.9567665221763273,0.9650042677596176,0.9627098777130726
3,0.9426974211978457,0.9582236175847628,0.9459571548311285
4,0.9325115586025315,0.9359223566177887,0.9372333526024447
5,0.9275880749338276,0.9025067281710942,0.8969335138096977
6,0.915138955719841,0.8802017185870685,0.8730169292520997
7,0.9090493774219951,0.8781560190472912,0.862074624477897
8,0.9062207226558148,0.8752214211074841,0.8529808968884813
9,0.9002977967122143,0.8451329132114485,0.8329566825207303
10,0.8880322152546041,0.8047876354851023,0.8144758575449134
11,0.8802841923647154,0.7915002423953893,0.8097966194096482
12,0.8726506927612834,0.7714842106379789,0.8060614680550714
13,0.8683264791898399,0.7442015040645131,0.8012243633470423
14,0.863986325515374,0.7101792921130539,0.7875298970988116
15,0.8584410893482387,0.6915385965062881,0.7748444335945147
16,0.8518434649683485,0.6684458991528219,0.7517477776873533
17,0.850677467058315,0.6486821802351742,0.7318746118583385
18,0.8359575456923449,0.6320125346906995,0.7265798269917806
19,0.8355923234285901,0.6033285517900786,0.7142761118279799
20,0.8370226721789926,0.574963784823801,0.7078259756823282
21,0.8269815192085594,0.5641505753662882,0.684078002622061
22,0.8230920388029057,0.5482042624780717,0.6775595043011079
23,0.8167279564738644,0.5346607004704458,0.6514451421385746
24,0.8162609950784461,0.5228717749104808,0.651113963147618
25,0.7692269111585459,0.4916555009329603,0.6294325808064617
26,0.7688844697565143,0.47724352741370024,0.6193347801981267
27,0.7684315819561292,0.4711807630670203,0.6029958737345937
28,0.7542233375813072,0.45957186643074205,0.5973884521300759
29,0.7433067728031653,0.4495731545476517,0.5899646603999311
30,0.7412273092417949,0.44495534851123286,0.5836429756714141
31,0.734130624118752,0.4363419379901755,0.5658339377463314
32,0.7337482957296043,0.42861921120066204,0.5596152119086755
33,0.7300775306501989,0.42648319850799893,0.558185232413912
34,0.7296795211462083,0.4264504228126594,0.555915120847861
35,0.7293290918106509,0.4206299262631016,0.5516710962304717
36,0.728174485205486,0.41767081464444367,0.5480564798929584
37,0.7266395310896816,0.41119517343165796,0.5314749595507293
38,0.7249150495997935,0.40939197793282667,0.5282707437473956
39,0.7240041495609297,0.40497627715403856,0.5242483095987776
40,0.7002877370772678,0.3982301373267666,0.5163480061788948
41,0.7000436641082826,0.3962661104252909,0.4921762996991571
