Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,1.0234758244054691,5.2106150051419995
1,1.0796630156579126,5.5509767478300285
2,1.1117041506656138,5.694218055222153
3,1.148778188809011,5.7059526535226714
4,1.1826101786761096,6.05341359063337
5,1.1865931585595293,6.261745616330829
6,1.1722529957096737,6.2430088863224915
7,1.1867413178942923,6.791123093667778
8,1.1795275812981942,7.057858528687989
9,1.2275687885402777,7.40941126754052
10,1.2541784092376227,7.768750062310692
11,1.294188729468247,7.672562841200852
12,1.285830449511939,7.847405554665952
13,1.2922755789336748,8.30563811100434
14,1.3073510474534196,8.375897107133586
15,1.3087162512031938,8.356649755565977
16,1.304870679121915,8.331056993727291
17,1.294764876805226,8.414869462999564
18,1.284494561384182,8.507163681030752
19,1.2869971958828397,8.648966517321806
20,1.3127974409626066,8.620630071217072
21,1.3228817013170011,8.709784350229574
22,1.3422149530876488,8.719564353363836
23,1.3923327693674818,8.919929709070276
24,1.3771570305436551,9.044625265372122
25,1.376567555360777,9.142012073246176
26,1.3772948988435125,9.27895042741286
27,1.3956564178720585,9.290825114502217
28,1.3932455099684757,9.364582304536807
29,1.377943257900335,9.6075645074496
30,1.385449417042508,9.620944725304607
31,1.3791460132745335,9.542422430180688
32,1.380235438901392,9.532147222612268
33,1.389642310198093,9.512099429486376
34,1.3977415896314231,9.52667245398461
35,1.4047532203150226,9.540733142966427
36,1.4063794047206923,9.653850577356414
37,1.3904174660233448,9.65136724191161
38,1.462429474685444,10.088139413010127
39,1.45039614160409,10.101392431137175
40,1.3996944572496992,9.865199490180782
41,1.38975017519693,9.886921977588708
42,1.3898676920652762,9.952815898333366
43,1.3809532521160612,9.921735166219564
44,1.3862325973824605,9.999018258020545
45,1.3916048468455338,10.021452636257957
46,1.3955100233558941,10.039780340684803
47,1.4065178152162958,10.049209635537938
48,1.4260816364185178,10.201597711551223
49,1.4314610764753803,10.265086751882551
50,1.4410278875918694,10.462050590444415
51,1.4318703485717916,10.377120238037103
52,1.423692877927776,10.401820148322187
53,1.4128573986006276,10.322305331036215
54,1.4105899010587009,10.331664931891183
55,1.4048224412299355,10.31607757463357
56,1.41875573968639,10.273537041006177
57,1.41783891239572,10.312553344089618
58,1.412344732183583,10.31987185936224
59,1.4094156936258053,10.246080715936023
60,1.4043021178659465,10.228959274182554
61,1.4026558027037541,10.193348363301961
62,1.4125246120120638,10.20349542091579
63,1.4033168400381364,10.190567449009416
64,1.404109734534082,10.199968213727814
65,1.3975024572789148,10.230502343807956
66,1.3887952685549227,10.183119834278635
67,1.3905131247577285,10.194546759161224
68,1.390394134681864,10.209361677356693
69,1.3851902718856952,10.276585977935241
70,1.3883228798952345,10.318163524025046
71,1.3867706368535182,10.310848872859221
72,1.37007945125291,10.319521458280342
73,1.366964859922702,10.329368636046706
74,1.364644405889504,10.307993750000975
75,1.3784000246521506,10.293391093932897
76,1.377625921681576,10.285142002748863
77,1.4163182664735003,10.271651796218816
78,1.440442369640924,10.28146614313365
79,1.4522081907856474,10.290931883270837
80,1.4765242337504894,10.280734129621132
81,1.4744740260010918,10.274789854864672
82,1.4997477106154489,10.276250057433373
83,1.5024373307259473,10.265258436245777
84,1.4860056224662237,10.294007625495777
85,1.466218261361766,10.357109927022506
86,1.4379456497766505,10.32967217328685
87,1.4318068824656645,10.306322676458196
88,1.4181895000524014,10.294936444890798
89,1.414986419301665,10.270035411112978
90,1.4115833730543461,10.31400169923027
91,1.408227974624345,10.319699134747854
92,1.4023519492178256,10.311916197499992
93,1.4026555462199473,10.314159476117444
94,1.3929627807201281,10.303680673993199
95,1.3868672084284508,10.33098200071387
96,1.407436017666149,10.306525129667818
97,1.4042295702124492,10.317842752853272
98,1.4011419986485916,10.299477688409656
99,1.4043692236713787,10.314382998761989
100,1.4176097163260315,10.34346130345308
101,1.4184250445108115,10.356655276818039
102,1.4004478587904419,10.342808987475538
103,1.4028967005430375,10.331502488088512
104,1.399311703650994,10.335565333804592
105,1.3890382700100985,10.341236590663552
106,1.422197833963229,10.371561751710463
107,1.421789710779548,10.364756757431584
108,1.4223583334516547,10.365026240913712
109,1.438395904498887,10.348146258278238
110,1.439902172289515,10.353159006965607
111,1.4383791919377205,10.348047302540428
112,1.460437893266683,10.352777583920233
113,1.4605320121074044,10.360084403762468
114,1.4551441099629483,10.35477802971045
115,1.4544326994173065,10.351847928689432
116,1.4518336947114854,10.354023281855715
117,1.455443918093887,10.364195955507542
118,1.4636247420015729,10.358351577910865
119,1.4727314661880848,10.35070030141608
120,1.4694164876677753,10.347794126762043
121,1.4697297286635744,10.345039957061303
122,1.4814812053104465,10.356626573584506
123,1.460370864167595,10.351686312213157
124,1.4551950855021916,10.34366514294536
125,1.4468692296393422,10.337843524453369
126,1.4412438314713325,10.330719389640603
127,1.4390565112413574,10.327586180327549
128,1.4308465009567093,10.331807522749372
129,1.434983616911174,10.325626052950524
130,1.430925028277724,10.332409585252313
131,1.448611682433866,10.331438667825122
132,1.4238165600633788,10.335999341328781
133,1.4271328297758292,10.341640486667794
134,1.4233147408214748,10.350467654856015
135,1.4220157547890586,10.361600236726622
136,1.4271267344736394,10.364715078418003
137,1.4250221376201104,10.37012558210488
138,1.424642301304578,10.36236361789354
139,1.4169828339605557,10.356899267207723
140,1.3997761719965893,10.348495290682141
141,1.4070589959942008,10.353865032984833
142,1.407070674200513,10.366649931494212
143,1.4096070518690353,10.356237015272626
144,1.4034454379698382,10.358881439434478
145,1.3990928016173991,10.365818599287072
146,1.4000563921309404,10.363771711793946
147,1.3959856143052491,10.364512433939144
148,1.386533115949789,10.367227214083867
149,1.3901211883056406,10.36685648364661
150,1.3898220133048333,10.354487996462932
151,1.3677101624924428,10.372780948123681
152,1.3675220908211165,10.366600794442151
153,1.3671749497832164,10.365158547676897
154,1.3721619258240945,10.359796651035174
155,1.3693048486240413,10.360160776965476
156,1.365536404559572,10.358015731944791
157,1.3573083405414728,10.356401557282997
158,1.3576961113727928,10.358808701796855
159,1.360354863538132,10.358594308197722
160,1.3584195537782475,10.36002984154572
161,1.3551110416850938,10.365403234234686
162,1.3538016728040811,10.371174566433787
163,1.346293479917452,10.369300231302853
164,1.3445842060600284,10.369509308787054
165,1.3382076468342678,10.370553549307719
166,1.3369955996617848,10.381926028741844
167,1.3367756993145674,10.38445293200698
168,1.3366187931483564,10.388983777760082
169,1.3367613468859167,10.384057209894818
170,1.3364850268373178,10.375234744209632
171,1.3368610438397917,10.385257255292704
172,1.334582549571746,10.384488413376916
173,1.3339790342839901,10.375469418729992
174,1.3325107242893215,10.37418945138242
175,1.3330640828975295,10.369781018861707
176,1.3620453246336586,10.361105098045446
177,1.3760127763367016,10.362096207043432
178,1.3703185579227912,10.376479482097063
179,1.3725490263709066,10.368673511824195
180,1.376677603847807,10.357935460683981
181,1.3670562911048465,10.364082887495627
182,1.3644744725747804,10.363407833039094
183,1.3648311221008687,10.361595253531625
184,1.3619492248176908,10.367534814561608
185,1.369151632257162,10.366829629677603
186,1.3693865724197127,10.366897815305082
187,1.3729929448993992,10.378026938513504
188,1.3725090859256626,10.38905595562274
189,1.3679312501487524,10.393945969847694
190,1.3651246970824242,10.391159030244529
191,1.36612759998449,10.389803999524565
192,1.363217764873257,10.395133915658032
193,1.363604407182991,10.393799206654947
194,1.3652933725742138,10.394806770877128
195,1.3619474469073838,10.389603663839935
196,1.369190594289891,10.39407667341454
197,1.3702680822864741,10.389090740200354
198,1.379804453514903,10.383543020140936
199,1.3755522921164434,10.384591536955801
200,1.3760935993672523,10.386212300466374
201,1.380316073220055,10.38718277065434
202,1.3805764586977676,10.387799476040836
203,1.363936309399177,10.389683908357565
204,1.358772849699705,10.388132732982632
205,1.3613255542491973,10.389961528137073
206,1.3565692403245777,10.386742226937937
207,1.3610928766157557,10.38935603119107
208,1.3486441611796551,10.392472408884927
209,1.315734971998524,10.395615304987084
210,1.3187673813445366,10.396200109070431
211,1.3141421966563975,10.40036368196176
212,1.3192004112722402,10.409644417168177
213,1.3239460708553272,10.410019056409885
214,1.3095833548545486,10.403555095204002
215,1.2959149069331113,10.40004202075258
216,1.2953240978405887,10.3967231619474
217,1.2954919430344907,10.395931952352061
218,1.2900022533991486,10.392752849877127
219,1.2886255398556397,10.388293756148233
220,1.2857981508964031,10.387050517005402
221,1.287839372607619,10.38898208531548
222,1.2880413011945122,10.389360994601443
223,1.2823209622355565,10.385373076513723
224,1.2814554507907006,10.379323204961896
225,1.2832026713860087,10.37741547886873
226,1.2823434379765684,10.370438710166846
227,1.2853014111116952,10.373122678789306
228,1.2846610261131288,10.371696232472159
229,1.279060606424849,10.372710553701154
230,1.2808430737255136,10.373259526709614
231,1.2806785483759113,10.373735077956761
232,1.280839305525905,10.375435598790233
233,1.281131920323654,10.37540139518443
234,1.2795168860758661,10.370821544853754
235,1.2796035072258993,10.376448489973077
236,1.2793650931033373,10.377582134590742
237,1.2810057329206375,10.373713931342218
238,1.273394095616857,10.37557771443279
239,1.2726267020299311,10.373640932819196
240,1.264352772271026,10.372742768408092
241,1.2640321488104072,10.372045277391377
242,1.271813272065304,10.380497288539521
243,1.2753277167786357,10.38236174028957
244,1.274692629955522,10.376479460370536
245,1.2733993030275628,10.380802422516945
246,1.273173722506759,10.378166998786917
247,1.273019874148127,10.374710668991616
248,1.273613298628801,10.386579632843048
249,1.2705521791110042,10.383880751177033
