Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9860745956921118
1,0.9807791661091393
2,0.97915162047233
3,0.971988080820549
4,0.9625260308348086
5,0.9571356002044457
6,0.9399231173065601
7,0.9269720807231323
8,0.9160237150770015
9,0.9141222016137034
10,0.9082470457823224
11,0.9060086203145143
12,0.8964422871384489
13,0.888506654217591
14,0.868808303509708
15,0.8669502626596026
16,0.8549714031721477
17,0.8486466834787676
18,0.8445123494922147
19,0.8332781943021489
20,0.8330116172868822
21,0.8300051688458261
22,0.8267450675125858
23,0.8258046144428569
24,0.8250318630008835
25,0.8210944446650448
26,0.8133378790092352
27,0.8080556727913997
28,0.8079674267908163
29,0.8044411697623095
30,0.8045863215185352
31,0.8032877040394883
32,0.7900714152602359
33,0.7899241332534813
34,0.7825620836564607
35,0.7798391977490703
36,0.7774780076864917
37,0.7714271682216853
38,0.7710686594745308
39,0.7696673531178944
40,0.7698721495327636
41,0.7712842729127491
42,0.7695847030433917
43,0.7662136309434627
44,0.7599851634751368
45,0.7507251801036009
46,0.7487058380607647
47,0.7492058381442297
48,0.7482706982849763
49,0.7481914718872911
50,0.7463125239280078
51,0.7457396888753316
52,0.7369890918516679
53,0.7273201759012604
54,0.7274637371649767
55,0.7151429306183424
56,0.7149827630813792
57,0.7017222698690879
58,0.7016902014792336
59,0.6845371199914735
60,0.6836805094436432
61,0.683381540770954
62,0.6832253719104916
63,0.6827842195537748
64,0.6828381265872868
65,0.6813004917858406
66,0.680267915140932
67,0.6783945822541282
68,0.6778295942745656
69,0.6779614704299413
70,0.6757112713508426
71,0.6756608099090993
72,0.6714554524516446
73,0.6702325059988414
74,0.6649548377366328
75,0.6657231872629973
76,0.6663285749392169
77,0.6630823495521401
78,0.6630944439368596
79,0.6635484901231704
80,0.6634797966255828
81,0.6648880392705513
82,0.6630014039633054
83,0.6630196096408036
84,0.6545589402711073
85,0.6552186006186755
86,0.6541956774276986
87,0.6535029175921453
88,0.6526182855609332
89,0.6460188594731634
90,0.6263271778520819
91,0.6283872807124473
92,0.6192380133894002
93,0.6195091339739629
94,0.619430025142937
95,0.6191931375064497
96,0.6142102135615529
97,0.6141293724459709
98,0.6078052528679636
99,0.5911676040300227
100,0.5892481285097183
101,0.5892859105380384
