Time(Iteration),EpsilonGreedyLinearBanditTheta
238,0.3855779244766454
239,0.38591558564435663
240,0.3856318607613972
241,0.38170083932688004
242,0.38166985365299266
243,0.38144243965727564
244,0.37687618649333865
245,0.3767344509316034
246,0.37656797894776467
247,0.3757176159334944
248,0.37578117464185484
249,0.3764225146842286
250,0.3752249476779667
251,0.37403428942135963
252,0.37387301444050663
253,0.37382708284971566
254,0.3737744517946082
255,0.37266149978838037
256,0.3728495687784358
257,0.3733406692178764
258,0.3734215995753487
259,0.3738326976479593
260,0.37346931551327855
261,0.3730161814342338
262,0.3724805152673995
263,0.3715319591825264
264,0.3713812837541112
265,0.3714237001235318
266,0.3710592114168738
267,0.3708310360255286
268,0.3707255070303397
269,0.3716002529487901
270,0.37057751489116325
271,0.3704855522688029
272,0.37068040578579464
273,0.3624120182096958
274,0.36268592596713756
275,0.3621214658855272
276,0.3621162489138419
277,0.3621134684012071
278,0.3614123104641336
279,0.360995313461071
280,0.3610235162863031
281,0.3611119980649103
282,0.36170100256395193
283,0.3613891225105174
284,0.36133075874625264
285,0.35910191872015
286,0.359077936705346
287,0.3568006603574821
288,0.356796584010909
289,0.3568149291408732
290,0.35689410000152993
291,0.3468270441916457
292,0.34621013589412675
293,0.3469065194201545
294,0.3468540835062674
295,0.3468420694495973
296,0.346976020590272
297,0.3458859955999076
298,0.3458942689947764
299,0.34650496898828675
300,0.3464048614830739
301,0.34641676003246474
302,0.34641654140988065
303,0.3464549185326644
304,0.3453895629212901
305,0.34836747169161975
306,0.34903235929462717
307,0.34886764564383277
308,0.348336551777902
309,0.34826714462875064
310,0.3482639919539072
311,0.34844775268031924
312,0.3484464906779354
313,0.3483135387161582
314,0.34847945823341286
315,0.34874582486644273
316,0.34881272271577785
317,0.3486304727453986
318,0.34862834374855234
319,0.34785314680649043
320,0.3484387221544892
321,0.3485151970287562
322,0.34852105837913044
323,0.34818964947463205
324,0.34691008022336084
325,0.34570626907385904
326,0.344631105898008
327,0.3440643465520127
328,0.3393428792580952
329,0.3387427672866986
330,0.338426404935544
331,0.33847265529057213
332,0.33827984394768357
333,0.33864565078781583
334,0.33849411126640855
335,0.338480317557406
336,0.3383680703837635
337,0.33830533209072505
338,0.33518348142438426
339,0.3351105124854848
340,0.3319696907986545
341,0.331155862084714
342,0.3311479252966946
343,0.3312657044722938
344,0.33109346141877893
345,0.33148384055600305
346,0.3309625699298283
347,0.3290165274644898
348,0.32901651737355186
349,0.32909427183696927
350,0.3126561083764136
351,0.3120031294684244
352,0.3120001252964485
353,0.3120001847499982
354,0.3116717174244178
355,0.3116709877623755
356,0.311854328082792
357,0.3118561662716619
358,0.3116156883643536
359,0.3116710278792976
360,0.31143221032810714
361,0.3114498069537022
362,0.31007762111078613
363,0.31008156682325055
364,0.3102319067689422
365,0.3104776980032963
366,0.3105422325553168
367,0.3103294879146086
368,0.31031699574926586
369,0.31009799500220325
370,0.3100709101359649
371,0.309917266383608
372,0.30980006726778364
373,0.3097966337061261
374,0.30987233544660236
375,0.30853271373532065
376,0.3103015639147055
377,0.3103035903758434
378,0.3103445601232032
379,0.3105605062219047
380,0.30902533313485187
381,0.3097088381379846
382,0.3095810778063076
383,0.3095814890305431
384,0.30816945867701373
385,0.3064114324871964
386,0.3064118274852917
387,0.3063466826563073
388,0.3063471406654937
389,0.30573959258703526
390,0.30578707824118906
391,0.3057844610254389
392,0.30163183734356946
393,0.3016312254125378
394,0.2993420506224268
395,0.2992525714080219
396,0.2973959876210975
397,0.2973970424880382
398,0.2973991328513653
399,0.2971235861256126
400,0.2971247030807283
401,0.2976247088525613
402,0.29869184961534667
403,0.2990338135286558
404,0.29897797775489654
405,0.29923878596285713
406,0.2992442128117639
407,0.2987682982684787
408,0.2989277065387309
409,0.2989204636767466
410,0.2990697975063921
411,0.29890325685838975
412,0.29889438243605776
413,0.29888864632165957
414,0.2987447467501957
415,0.2983891975592946
416,0.2983872631738625
417,0.2983886689252876
418,0.29839804696693123
419,0.2983906864546611
420,0.29868156332663653
421,0.29872984884905707
422,0.29877846122791973
423,0.29878545937558754
424,0.2986349893241497
425,0.2986738176668459
426,0.29867969844129766
427,0.29868407155991705
428,0.2986846801295666
429,0.2986938364429335
430,0.2991111613425542
431,0.29910288603543556
432,0.29679304676123364
433,0.2967827614200524
434,0.29716055775636685
435,0.297574470535772
436,0.2972415823500798
437,0.29706375405575586
438,0.2970549185505278
439,0.29705192786319046
440,0.29624957995767087
441,0.29677614969014854
442,0.2968764733497659
443,0.2970764466187424
444,0.29714487531343614
445,0.28204897094518666
446,0.2821612508235938
447,0.28176218945222303
448,0.2814154237951617
449,0.2806920604379174
450,0.28040076862485813
451,0.27892113402360735
452,0.2789180417633598
453,0.27891741475186277
454,0.27892449082278997
455,0.278677409643525
456,0.2779862853459557
457,0.2790775784606117
458,0.27908033406586974
459,0.27867589051974406
460,0.2785058994514841
461,0.27852982499894996
462,0.2785279881922592
463,0.2785229288015237
464,0.27382549362924163
465,0.27270069303203537
466,0.27269612675816063
467,0.2720717159636908
468,0.2721451964901447
469,0.269910062902581
470,0.2699143388327604
471,0.27056715475372817
472,0.2705683113396627
473,0.2706398236105672
474,0.27023786998145904
475,0.270243416616042
476,0.2703865482055131
477,0.271078836074024
478,0.27071468395935666
479,0.2659981901892582
480,0.26592765839207827
481,0.26592781397903387
482,0.2657305852807538
483,0.26573188215516375
484,0.2649504733876947
485,0.26487081777140137
486,0.26487237588907175
487,0.2646565011247327
488,0.26447649461675604
489,0.2641702168639603
490,0.2638552922553439
491,0.2639570639959206
492,0.26628644647203953
493,0.2662658382591634
494,0.2662639389029004
495,0.2663047450238687
496,0.26639151109783865
497,0.2661588094763389
498,0.26615989645768573
499,0.26615826130990106
500,0.2668015379444998
501,0.26682042139450535
502,0.2652190121462552
503,0.2652568092507088
504,0.26520968886578744
505,0.2653752129507942
506,0.2653747848074609
507,0.2653723354565539
508,0.26511761728205185
509,0.26498527325427856
510,0.2649287234506089
511,0.2649293520992548
512,0.2649296609769788
513,0.2649278381500767
514,0.26492663644845404
515,0.2649239363964263
516,0.26451327102959904
517,0.2643468959882741
518,0.263174470566047
519,0.2631748825427743
520,0.26281365218668673
521,0.26311707584354743
522,0.2619946329072854
523,0.26155439790846874
524,0.26186473788504133
525,0.26186278870981844
526,0.26150048637720424
527,0.2596609211204258
528,0.2595633415528567
529,0.2595624949316124
530,0.2596033636003521
531,0.2596026114916366
532,0.2596024229799781
533,0.25888155073150015
534,0.2588823722639301
535,0.2588314986212247
536,0.2571524216581313
537,0.2572043607745106
538,0.25675454727675373
539,0.2567546696044093
540,0.25685651519866537
541,0.25696692313688685
542,0.2569678127790087
543,0.2570436557507464
544,0.2573472894027248
545,0.2572119767373254
546,0.25721275510601804
547,0.2574845942701002
548,0.25768842019099536
549,0.25762448305827707
550,0.25733787736603275
551,0.2573632567207751
552,0.2572822939396634
553,0.25728337859877287
554,0.2572841601925794
555,0.25536175201256406
556,0.25514743113325594
557,0.2551675736577422
558,0.2551658663893962
559,0.25212863513066186
560,0.25209882204647627
561,0.25213144397725057
562,0.2516368816695803
563,0.25146394599909405
564,0.2514640872872682
565,0.25149704638096254
566,0.2514980628562296
567,0.25149532470973773
568,0.2514961863948844
569,0.25174542649243903
570,0.25181558089299017
571,0.2518152544704133
572,0.2503026814068497
573,0.2503012041260779
574,0.25042158148346766
575,0.2487325028464768
576,0.2410808821726908
577,0.24108099131323368
578,0.24077281187394733
579,0.23952540247357207
580,0.23977571321574048
581,0.23977560974138776
582,0.23977432466094148
583,0.2386626019666315
584,0.23845625297956435
585,0.23559426169251205
586,0.2361977908942979
587,0.236196650465559
588,0.23619871615960114
589,0.23562879940582
590,0.23562901035612777
591,0.23568184864271546
592,0.2343646217072574
593,0.23436285731920098
594,0.2344157267438129
595,0.23377731255085238
596,0.23374281921258316
597,0.23915161808392651
598,0.23914997413770384
599,0.2391139153447647
600,0.23964040798786704
601,0.239607179466986
602,0.23960977628359909
603,0.23840960404979547
604,0.23840894155807413
605,0.23856287084074257
606,0.23856709495213332
607,0.23843321887145102
608,0.23643151724576011
609,0.2359307892953137
610,0.23592922258428234
611,0.23600336417032008
612,0.23600372922886276
613,0.23600282031261927
614,0.23598652583256619
615,0.23598710086964814
616,0.23598789015796923
617,0.2359876632158778
618,0.23639325789244436
619,0.23639331872637537
620,0.23563851241945769
621,0.23568088609799193
622,0.23464336713266837
623,0.2346442564332869
624,0.23464397082058364
625,0.23457497805199834
626,0.2343746899051209
627,0.2340627433666699
628,0.234140005751669
629,0.23316263568994455
630,0.23316623009070853
631,0.23246491634423969
632,0.23246893367344518
633,0.2320978609003234
634,0.23230059787674998
635,0.23229401951717338
636,0.2328910405942322
637,0.2328780273928886
638,0.23288994194496
639,0.2328938521418448
640,0.23329753429010572
641,0.2334732490538413
642,0.23372084926536832
643,0.23390873139093848
644,0.23340239934408635
645,0.23331574981651088
646,0.2326451025557089
647,0.23248276026200054
648,0.23248440672447618
649,0.23248628363444462
650,0.23294463082135333
651,0.23295483509065235
652,0.23294273321891942
653,0.23300639714542942
654,0.23235921180335217
655,0.23235893917651942
656,0.23320550448583952
657,0.23320403100317733
658,0.23276084835579264
659,0.23264699576033882
660,0.23259551895654312
661,0.23288685466489117
662,0.23282112555531653
663,0.23174813195690117
664,0.23174946735068375
665,0.23196735109686967
666,0.23196849017798934
667,0.23196693818728759
668,0.2319171204971624
669,0.2319196609409802
670,0.23065299467220832
671,0.23049694825900563
672,0.230499329861654
673,0.2302878688373032
674,0.22962332248554346
675,0.22962390527003418
676,0.22962137726299542
677,0.229603431618155
678,0.23007666504965255
679,0.2300757804385114
680,0.23007726725125824
681,0.23007658052163774
682,0.23007986438359032
683,0.23007892836147556
684,0.22992843081663855
685,0.23032656269224844
686,0.23015961481133312
