Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundMultiArmedBanditTheta,ThompsonSamplingMultiArmedBanditTheta
203,1.182268726063922,1.2549426200536489,1.0763668322633195
204,1.181427325649384,1.2509015563959094,1.0766732432003288
205,1.181573590532214,1.2440670370660982,1.0752056416116011
206,1.176437725759559,1.2338954729804636,1.0600947980606787
207,1.1778746644281903,1.2361470977493463,1.0596360860259746
208,1.1753286485065888,1.225448789946109,1.060503915264842
209,1.159093840923513,1.2189716409081393,1.0513101842924544
210,1.157270628615234,1.191742791053001,1.0524370128316682
211,1.127607845847091,1.1889152357351038,1.0500327388181852
212,1.1282836466258426,1.1912965882832263,1.0496382457994264
213,1.125086508766171,1.1955445670979299,1.0488292485422233
214,1.1249284021260997,1.1906586004989594,1.0497469591243784
215,1.1246508362714485,1.1873201078231634,1.0483763386554315
216,1.1397105192302148,1.187998400118096,1.052889535599022
217,1.1382440730783743,1.1862531566252223,1.055569247493593
218,1.1433643814877754,1.1833250986706672,1.0512920255256386
219,1.1395837632060903,1.1845600557039553,1.0512152127589374
220,1.1409826090732915,1.1830561762666907,1.0494865414191867
221,1.1420809081159897,1.1822395782388182,1.0477865740094994
222,1.154670943995099,1.1762486794888078,1.0465444290193737
223,1.1527806647833305,1.1756764036433227,1.0451863735638067
224,1.1600287552292654,1.1760780115194795,1.0403346002012106
225,1.1587534528834527,1.1751680627883272,1.018417812603506
226,1.158934045708294,1.1749100786219784,1.0169864594883997
227,1.161237370331882,1.1769006439441183,1.0157660462363884
228,1.162177993831666,1.1744245271148919,1.0156572075012253
229,1.1591111907331242,1.1723262303398567,1.0134825440991877
230,1.1595789064140911,1.1720453195786322,1.0111546218252543
231,1.1595501088461397,1.171832342534188,1.0143149946284895
232,1.1647569865201333,1.172199137039788,1.0166323551727543
233,1.1648211992550348,1.1692466147663925,1.015503073129136
234,1.164957043575378,1.1670899358332112,0.9972399899910991
235,1.164917333354868,1.1627807380021498,0.9959095650892378
236,1.158640273139056,1.1639115033801553,0.9947561018504141
237,1.1585189965160596,1.1638955080189708,0.9938744496250782
238,1.1598970081454119,1.1594896581018963,0.9916997250184367
239,1.1585192936237874,1.155645286299626,0.9887430934136214
240,1.178712570789927,1.1605113776949083,0.9760748104215189
241,1.1730316896683812,1.1587363621779816,0.9757027669254088
242,1.1722895203992918,1.1556995615449186,0.9733857392761827
243,1.169031766603521,1.1569889257996138,0.9726378510010998
244,1.1697797586260668,1.15270794402305,0.9713344856155341
245,1.170322894848299,1.153147101886469,0.9722914726225976
246,1.1687008089063147,1.154150069200643,0.9682509659218861
247,1.1751522272148172,1.1529474647853006,0.9679883679972926
248,1.1745392611813512,1.1532618918354447,0.9701741490782545
249,1.174968541897132,1.1511190365483392,0.97101804736861
