Time(Iteration),EpsilonGreedyLinearBanditTheta,ThompsonSamplingMultiArmedBanditTheta
0,0.9902883261747238,0.9889939285483254
1,0.9730822147214621,0.9827879952096357
2,0.9505780449904548,0.9668290904299763
3,0.9439262326354804,0.9652833173248752
4,0.9368758962440105,0.9418363745060884
5,0.9066442318220782,0.9231978849369419
6,0.9010841824567107,0.9152613613280742
7,0.8989080673069807,0.9159776644365856
8,0.8906668196049357,0.9028563264985057
9,0.8835241533649636,0.8868047888846989
10,0.8810575347561272,0.8458829856081878
11,0.8809350353553995,0.8156677519837359
12,0.878490750779806,0.80633317013888
13,0.8759990060251572,0.7982029386107643
14,0.8691572885987823,0.7896679865539733
15,0.8553380657825842,0.7602467287025153
16,0.8509224474764518,0.7571667383681173
17,0.8405364699279492,0.7429473985651173
18,0.8369064093124579,0.732662682888625
19,0.8290265250693192,0.7170736981166488
20,0.8286774721002571,0.7076836796006496
21,0.7967736022269523,0.7012259860745703
22,0.7990195961779036,0.6812631125249651
23,0.7895718444243126,0.6801545368550046
24,0.7836789232008143,0.648882409155657
25,0.7793468845297445,0.626739411203034
26,0.7677175455099581,0.6016631375613446
27,0.7646509456723286,0.5981540156596257
28,0.7437425097014378,0.5708612856647675
29,0.7361926285431141,0.5673131374273886
30,0.7351766775316041,0.5636174643123832
31,0.734186022251502,0.5565718844539773
32,0.7251233024683819,0.5493738217841463
33,0.7218258847761371,0.5438405970240016
34,0.7170184836099132,0.5279684546915174
35,0.7150007895944317,0.5125467376732422
36,0.7128357807243477,0.510322300010798
37,0.7100921159152055,0.5016159558891267
38,0.7072689849118214,0.48710065585743945
39,0.7043581052941896,0.49202100627633316
40,0.7040387179839135,0.48630848666512777
41,0.7048369696514415,0.47441333176680833
42,0.7045244706697473,0.4683876054942634
43,0.7037644337997419,0.46346187705512004
44,0.6982001529024935,0.45566636639543623
45,0.6982037259136402,0.4516748757173962
46,0.6982873093165218,0.4482874005227012
47,0.6985282612187227,0.4416897713559293
48,0.693749796173512,0.4311394993251002
49,0.6923582177390109,0.4299900217559368
50,0.6920995748935037,0.41852938382546717
51,0.6918735477705246,0.4142769945139479
52,0.6914714276179017,0.41439505503268703
53,0.6914313041954311,0.4164333704594158
54,0.6895087170561133,0.40438274604395863
55,0.6896017372838177,0.3900557054997611
56,0.6840555486233508,0.3742711427624737
57,0.6834893218711333,0.3745157006483933
58,0.6834532644257154,0.3734020922876768
59,0.660625930779035,0.3734125648349915
60,0.6614440230707654,0.36513757452979695
61,0.660004877763106,0.36306033384850095
62,0.6585041229339871,0.3577607426224755
63,0.6524104864627562,0.35292372818693607
64,0.6511386867603746,0.35131880281533157
65,0.6526197021705448,0.3430893941198031
66,0.6519654480847048,0.34063203452674856
67,0.6427074591732158,0.33903525099444937
68,0.6424933954912363,0.3427174922386693
69,0.6419752851490423,0.34219778982924176
70,0.6397858545801562,0.3412366278178004
71,0.6412866097073188,0.3403497596462768
72,0.6415821318970197,0.3334056190375443
73,0.6375201298574543,0.3310783549795072
74,0.6375386099782412,0.32520401649986785
75,0.63757166909783,0.3252944092906395
76,0.6275837295920266,0.32262430006209064
77,0.6221989504300924,0.3220966745682112
78,0.6184156002043609,0.3174013951771662
79,0.618214801394775,0.3070427470468138
80,0.6189139302135814,0.3115978590868601
81,0.6188531424318624,0.3045237453704911
82,0.6188188506294959,0.30136583681853385
83,0.6186245275516297,0.3012549723847817
84,0.6164465350662068,0.29869431319710354
85,0.622229568729671,0.29583913736990464
86,0.6214824787188518,0.2956717529713367
87,0.6208435454664766,0.2929141059081609
88,0.620705727252662,0.2936565001020198
89,0.6197229900580956,0.29314882814037285
90,0.6175539286067511,0.28080592351602907
91,0.6161542622346691,0.2793832180163691
92,0.6161618495314186,0.2790794995103628
93,0.6163193995630787,0.27752331275306114
94,0.6160390383185267,0.27699886782786065
95,0.615837499963605,0.2762630049980851
96,0.615759363040964,0.27183008317968593
97,0.6151961304490446,0.2677100650659713
98,0.6152917615463677,0.2662851301163078
99,0.6094459788250122,0.26406397734854226
100,0.6092665614089166,0.2601441396066379
101,0.6095447124918711,0.2564494605245036
102,0.6094322813317062,0.2558664155610414
103,0.6098369233902349,0.253713683955973
104,0.6099461943935754,0.25378186743370784
105,0.6096864758906821,0.25268038381901775
106,0.6095787798928027,0.2522776940421605
107,0.6095421640414398,0.25044205106216333
108,0.6073942380881666,0.24787106157596228
109,0.6068862593929173,0.2485789932941827
110,0.6023579200918213,0.24740223299886716
111,0.5894225800571827,0.24567387222523301
112,0.5895464941122806,0.24506749506789544
113,0.5885355830355351,0.24398280562599278
114,0.5885474945279341,0.24397900195779004
115,0.5918180820955052,0.24699939002404103
116,0.5850545130605448,0.24339294206816003
117,0.5850862746103571,0.2439826305301534
118,0.5812398215166813,0.2429620044501395
119,0.5704788957326379,0.24256729350446232
120,0.5626847434457838,0.24098166405136667
121,0.5625740207734065,0.2385109570845713
122,0.5621402697863744,0.23860102038289024
123,0.5620783020717328,0.23742742285478124
124,0.5569660801385887,0.23328419092940922
125,0.557005257940953,0.2318005905697574
126,0.5572331936994435,0.23089974685579
127,0.5574029849912316,0.23098687216781372
128,0.5557814454613141,0.22984440790149602
129,0.5512456615471756,0.22933585303520349
130,0.5518064314099018,0.2300785921155643
131,0.5523101030792227,0.22779993608118856
132,0.551132654881525,0.2270881463372405
133,0.5508800505923273,0.2243426522487209
134,0.5507766141927998,0.2251042161180854
135,0.5506661584194898,0.2234643709449328
136,0.5502386323256915,0.2190049727061581
137,0.5502404186938319,0.21876587711658518
138,0.5504086358519309,0.2187080047935624
139,0.5522017393066835,0.21919247139179335
140,0.5498865287879493,0.2191736487290609
141,0.5499614614191025,0.22067798536057642
142,0.549482428732898,0.22030337157306662
143,0.5492612000231676,0.22018005377581326
144,0.5458062170749495,0.22092121660856362
145,0.545845989451206,0.22002473157511676
146,0.5454484521862392,0.21943709971630598
147,0.5455079922580092,0.22317524653389623
148,0.5454261210730971,0.2234055839081078
149,0.5452720905950901,0.223168442585766
150,0.5436797040232932,0.2198928948883847
151,0.5430142071877555,0.21690104455448528
152,0.5358313102882051,0.21702012285543168
153,0.5304757793801442,0.21654264984245847
154,0.5299113001879652,0.21564031601270056
155,0.5298771865717882,0.21117823692491416
156,0.5249591353552605,0.21030927202301739
157,0.5237091598372828,0.21097802863540838
158,0.5258604296873807,0.2109313096725453
159,0.527179488643868,0.21083205357837215
160,0.5271017656431072,0.21078757669127315
161,0.5270689688483474,0.2118156721347597
162,0.5265052085470475,0.21143551234546804
163,0.5264935482556634,0.21400734491476564
164,0.508985067079746,0.21459904548850606
165,0.5086842638557081,0.2136207720227623
166,0.5088492629030406,0.21435710880263295
167,0.5086573696398643,0.21411975873054923
168,0.49253572043983657,0.21421636080826617
169,0.49298423661075014,0.21526594047495048
170,0.4919859682696105,0.2147490174688675
171,0.49193537826953104,0.21386863659118033
172,0.49209640109210584,0.2144550540062872
173,0.4917151393044191,0.21362709154359338
174,0.4894178347433352,0.21357419125897986
175,0.48908841115684937,0.21371639692533714
176,0.4890048808371764,0.21416187047213894
177,0.49023967863325935,0.2141004943905382
178,0.4902859940415766,0.21351880631875236
179,0.4900956515155161,0.2128069998539815
180,0.49019577829920663,0.21295397956557158
181,0.47360474660519003,0.21381930827917714
182,0.4739157259549174,0.21263955448798916
183,0.47240235011476406,0.21128004195704228
184,0.47224996867733926,0.21190499986621164
185,0.4722600482377688,0.21091275776213653
186,0.47221902668181814,0.21053758026965666
187,0.47225935955193654,0.2100214134895327
188,0.4713060448487735,0.20923782118808587
189,0.47030863230837117,0.20868640853148496
190,0.47033754529629873,0.20830271773685127
191,0.47033060092364176,0.20775594158774066
192,0.44617107178096777,0.20712639427413052
193,0.4463081314901068,0.2070293174864329
194,0.4435812979279685,0.2066870761684711
195,0.4424000419888733,0.2040312546197856
196,0.44247040867241944,0.20410078095740186
197,0.44064022222659693,0.20312885770262962
198,0.4403668084933292,0.2015735361571907
199,0.4384600232499952,0.20115022744160332
200,0.4375065905446708,0.2003868793567904
201,0.4374262080847838,0.20063951482357084
202,0.4375373802773791,0.200184590353052
203,0.43753002493141563,0.19932352615847035
204,0.43724174528088966,0.19828832080667314
205,0.43742705462133724,0.1963682626411312
206,0.43743881152202874,0.19447815241063066
207,0.4370374319887741,0.19482912407563333
208,0.43695200661455547,0.1927858064095031
209,0.4357896946786772,0.19220678194653687
210,0.4354389185293065,0.1910784364549359
211,0.43536709567465276,0.18990219585219412
212,0.42142851406036835,0.18733373677517945
213,0.4213023185158168,0.18831273581003963
214,0.4212796009026792,0.18944184074016615
215,0.4209233712523049,0.18882356067700493
216,0.4181527315997702,0.18693904584487192
217,0.4185282029446592,0.18628042540392337
218,0.41861870012474406,0.1861388116979694
219,0.4182441375638294,0.18629855169982967
220,0.41849411626513155,0.18670374333932727
221,0.4102669417940505,0.18697204032735687
222,0.4102514005646377,0.18684698209848585
223,0.410489087477836,0.1857603376951553
224,0.4106108798333,0.18592384084092542
225,0.4109237615185255,0.18548646246361886
226,0.41089685162753503,0.18537490242950055
227,0.4106474250521974,0.18629930128474145
228,0.4106904294969557,0.18638516039041425
229,0.4105578303760303,0.18522021929679225
230,0.410271770998489,0.1841927739730851
231,0.4100971822489218,0.18423421657613287
232,0.41002195744380543,0.18380508438355
233,0.4100376612206271,0.18349740590955516
234,0.4103513148630564,0.18268371496194116
235,0.41040622144453015,0.1833765226543104
236,0.41027521499909064,0.18312583615040853
237,0.41022758264864373,0.18313093986312112
238,0.41027155497532125,0.1833787568039582
239,0.4103313686634526,0.18165968570287797
240,0.41036711580915153,0.18185395451781866
241,0.4090684260853584,0.18027058322299122
242,0.4065446055151333,0.18042450934164683
243,0.4065618993245865,0.18008483284887694
244,0.40431551440063124,0.17972223782772098
245,0.404180131222012,0.18011667232215559
246,0.4041882205189939,0.1799983325648876
247,0.40391425276488,0.17971653046263264
248,0.403848771116088,0.1791154988948414
249,0.40390782777395245,0.1791693600791087
