Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.7004343756054805,0.49089767387529515,0.5364895384776036,0.4928689609276418
1,1.0819940611543821,0.8865012374797878,1.1618798675061783,0.9292763431353617
2,1.4650487741302625,1.3215167017532579,1.6829073854660344,1.3946243252455233
3,1.9362217162432434,1.6091213430561193,2.294086724322108,1.905211488859178
4,2.2578881237069566,2.04091229956113,2.621850674139483,2.4800997515817937
5,2.6457749455402486,2.4307241822252257,3.040336880389028,3.0922742208761553
6,3.108359195520873,2.8264855486486438,3.4294973346995237,3.4995905709291053
7,3.4666866850010924,3.1240152370404184,3.8566343827913308,3.8957259461902964
8,3.782191103111632,3.3713836009079765,4.301075091349036,4.271946818580218
9,4.05802851043996,3.6382403793956555,4.831923601082386,4.6430469375400865
10,4.517771855291415,3.914384909223309,5.173944153084122,5.18432468684196
11,4.767360989967897,4.292428229783345,5.566491433135118,5.497391717481347
12,5.070516568258889,4.602007951691981,6.148516482724316,5.966403145059271
13,5.385280622552709,5.007001956146046,6.542574998767138,6.493819631345785
14,5.726474180601863,5.26614197724065,6.970043265259259,6.829143799762081
15,6.156034549231185,5.510013609553424,7.6109237084207395,7.354278611236208
16,6.510019347346434,5.707675597864093,7.9414205714977895,7.739434996650452
17,6.83227068728412,5.928648943745559,8.37474323833606,8.230822684803524
18,7.145703293262393,6.274639521116613,8.79576310959711,8.756068647281237
19,7.410295319039145,6.57856112886318,9.406989982286238,9.311702966419563
20,7.6300638418718165,6.946928601064235,9.895831572984703,9.8058209510272
21,7.975693365480696,7.2853125137644925,10.317927670721003,10.272030989189805
22,8.321556798812457,7.5333994064890195,10.78543235981876,10.719597431200933
23,8.624767322727033,7.7310613947996885,11.151398500677294,11.317057344120524
24,8.935849337433782,7.941190071838205,11.515705161625606,11.49698724156876
25,9.155617860266453,8.128951320813288,11.519844315592433,11.794926955332212
26,9.545398925174252,8.344462662986384,11.733628367199191,12.232358106983227
27,9.89493655789653,8.517412472368575,12.033425306043618,12.8035517009241
28,10.22013239043868,8.768511746533424,12.337312584500758,13.058448131088516
29,10.569670023160956,9.059481055850373,12.5840902338626,13.488725252920739
30,10.912243477866328,9.20695471846655,12.715829343646217,13.907010771068979
31,11.194438778022866,9.354428381082725,13.055998675769322,14.346510164562739
32,11.453302740622963,9.511802783034488,13.366488373857896,14.785862929029582
33,11.804149975380216,9.68115174370975,13.752847502786944,15.14728406755622
34,12.130911241514267,10.018796023368731,14.127855753343567,15.589799798938198
35,12.466642014242256,10.21965655129549,14.531868214185186,15.82171600615905
36,12.906279566080778,10.518958282955982,14.923198510627833,16.204842897508733
37,13.126048088913446,10.705099771498535,15.343792339692564,16.549404782335632
38,13.261233778030913,10.974611441047134,15.72027601552497,16.977074802607447
39,13.441300540136258,11.209135321339733,15.974177971561351,17.259967696516533
40,13.576486229253723,11.47090666526776,16.361247380240616,17.548189525625688
41,13.808649916489745,11.770930301526077,16.669870864334356,18.0058172287085
42,14.05372730026553,11.944676625665283,17.107452878434398,18.545034801995754
43,14.297776463216874,12.092150288281458,17.539679717261475,18.94950858913813
44,14.43296215233434,12.38349832975079,18.038126040050557,19.13399733252904
45,14.63839371592527,12.64713235113845,18.53239720689023,19.494872219492134
46,14.773579405042735,12.959431785873686,19.04103167020241,19.703981804977506
47,14.96233800718945,13.192102938544679,19.38461540564319,20.05330713554423
48,15.135418055466655,13.398660690410987,19.83097633864245,20.415728693656057
49,15.34442024927128,13.57272727071252,20.37249745722388,20.73583119204813
50,15.459494432899652,13.713596007537992,20.822524992156154,20.94071870843413
51,15.574568616528023,13.854464744363465,21.05967269797879,21.353552120381856
52,15.689642800156395,14.01301313917574,21.366411567948752,21.713691242459436
53,16.070721499193635,14.193436832047102,21.75566396424686,22.012303088652466
54,16.48224884047656,14.334305568872574,22.14714167839348,22.441227691389848
55,16.63975348132334,14.571572275394647,22.5836639115093,22.779636402734866
56,16.754827664951712,14.743765945960329,22.931311374949097,23.080920591891946
57,17.1242858124949,15.042215478955887,23.349388927896747,23.346470888866765
58,17.239359996123273,15.124774043589188,23.85697473046087,23.701001112825537
59,17.457666460697354,15.207332608222487,24.312994007746873,24.19273613812928
60,17.775585780297646,15.565745753797685,24.680110796252286,24.46073589175566
61,17.969524778261384,15.725917311877263,24.98707595843501,24.922836726513527
62,18.16740533022928,15.918367571168881,25.383195225069585,25.375403811802748
63,18.376407524033905,16.00929056552547,25.868080355827935,25.876993738764764
64,18.727988176438267,16.204231200457237,26.29733219377938,26.249140865430554
65,18.940040358185193,16.3746811956327,26.66180829731697,26.636066385195
66,19.210727485948205,16.554217758384556,27.053773056286968,27.039637689641417
67,19.325801669576574,16.636776323017855,27.286304646038907,27.43353030794521
68,19.458725207067378,16.79367545623648,27.710156556362158,27.711516570763344
69,19.728367115510988,17.1100425150595,28.096525027784896,28.177107177698446
70,19.981938349807663,17.293724034035154,28.43185334445879,28.582322998270463
71,20.097012533436036,17.398445670787773,28.850336789845375,29.14616576950681
72,20.31579551042079,17.58297375063837,29.43698138314938,29.521265050813334
73,20.430869694049164,17.629543361823607,29.789558296680404,29.80490396101616
74,20.65462414161074,17.944073382086753,30.16827305021105,30.282192203598623
75,20.769698325239112,17.99064299327199,30.47808484772756,30.59679067303167
76,20.971822726543905,18.132329998308283,30.73930488776399,30.944381576875248
77,21.203057268943763,18.477293352282494,31.11682078029977,31.19181762165909
78,21.318131452572135,18.632072749885726,31.39192641896734,31.457640755958415
79,21.61041333690334,18.835091404465395,31.8867526622556,31.867629793666925
80,21.795542016162777,18.881661015650632,32.37234526231112,32.1758696977131
81,22.026347513059196,19.08037993905542,32.83291025631512,32.55359447892788
82,22.105432743239504,19.22392754835921,33.239399381507695,32.83294135809594
83,22.286870043977764,19.36073857239466,33.67784775900574,33.20129232038391
84,22.365955274158072,19.407308183579897,33.961843238620666,33.64060949271105
85,22.52957458857261,19.453877794765134,34.32607912148639,33.98314857478066
86,22.638480073113683,19.50044740595037,34.58181592726369,34.38077399337568
87,22.71756530329399,19.680506102844276,35.0273411027444,34.71126409948975
88,23.029945452030095,19.727075714029514,35.471463662403664,35.03369947063963
89,23.109030682210403,19.85673872939448,35.81585575589857,35.374340445849256
90,23.18811591239071,20.003722139787715,36.13619855118973,35.68831501991694
91,23.267201142571018,20.222204690411214,36.51672681964193,36.07717148780402
92,23.449518653697037,20.407271352264754,36.84872600138311,36.3047844924284
93,23.528603883877345,20.57811837362371,37.22746373568027,36.70984592043468
94,23.687444978363434,20.77750449395901,37.70485691420974,37.16662780457582
95,23.76653020854374,20.82407410514425,38.07161423663405,37.54301786631085
96,23.9977647509436,21.022156364180354,38.42368649019427,37.88697373824069
97,24.17670081002512,21.084301382796017,38.70027966411608,38.3255789247441
98,24.405794674859102,21.320888774908013,39.12708744717564,38.783102878413885
99,24.48487990503941,21.36745838609325,39.503345931182,38.9200420697418
100,24.659804816958435,21.414027997278488,39.80074861036339,39.28287147595708
101,24.738890047138742,21.460597608463722,40.34642818400552,39.57680647393508
102,25.10016693228237,21.595058650191124,40.55315304146259,39.84984717766792
103,25.301236991912752,21.668404504804634,40.91163146857197,40.25083225057641
104,25.38032222209306,21.829822667483626,41.172124501605154,40.578223601140635
105,25.481774880336808,22.01398202618369,41.40131892573655,40.86576998817655
106,25.667042365676735,22.060551637368924,41.801853935623924,41.271495677787065
107,25.802228054794206,22.253138270947087,42.12478177151884,41.79214294181056
108,25.993695355272983,22.299707882132324,42.54031386937059,42.32899717304811
109,26.243873523317955,22.34627749331756,42.98405256417728,42.73582754317694
110,26.31262346772432,22.51639522011677,43.40892020486079,43.01629927046155
111,26.667790311620536,22.546525077736483,43.875313036050606,43.51298554540584
112,26.678534391378065,22.736106124709707,44.27378588573341,44.04443223763913
113,26.79051719216165,22.814640908219573,44.83077360489973,44.40873233888129
114,26.958627914691107,22.87938775685182,45.166337278261565,44.821560040029325
115,26.969371994448636,23.394261770975703,45.31002232345062,45.110855086882864
116,27.098174145537246,23.677474538204503,45.67540733899636,45.40266305178625
117,27.108918225294776,23.707604395824212,46.05888268298937,45.74656655112875
118,27.274230029867546,23.902023708240357,46.55332729386893,46.11444670047753
119,27.33141335688968,23.93215356586007,46.8918312988455,46.47533112810373
120,27.49470741028935,23.96228342347978,47.25135970962931,46.93443352499651
121,27.50545149004688,24.16028756553647,47.776256964015985,47.28829453334216
122,27.711334972706503,24.345029476150764,48.18308068301437,47.61021255752222
123,27.722079052464032,24.51084759196133,48.356719923245016,47.93663386641064
124,27.925808231059612,24.65086914423936,48.69562338083359,48.18304935728617
125,27.9783523109166,24.68099900185907,48.97457663846965,48.53288889591194
