Time(Iteration),EpsilonGreedyLinearBanditTheta,ThompsonSamplingMultiArmedBanditTheta
0,0.9913669100081265,0.9754591125011384
1,0.9616423909685965,0.9617587160487133
2,0.9302499990368703,0.93357206044227
3,0.9247920732802827,0.9113103319104789
4,0.9069082386714772,0.9006288048349115
5,0.8895332439626971,0.8857355700101035
6,0.8855870239685588,0.8865146595318881
7,0.8722983557489516,0.8799659779652764
8,0.8721079762046647,0.8649129400573294
9,0.8689938911254931,0.8530976683871397
10,0.8652739864248812,0.8239003490937143
11,0.8405035913481763,0.7848051759499687
12,0.8202733544894031,0.7450065010497645
13,0.8168458257697913,0.7400364267810464
14,0.8017406235444625,0.732991892171783
15,0.7973788090533656,0.7281599235787131
16,0.7901474602264175,0.7173263853784584
17,0.7856292616263848,0.7038616207211525
18,0.7655424415613611,0.686279763512778
19,0.7656453982262488,0.6669732723747357
20,0.7644461381844545,0.6539119285307822
21,0.7546597545239824,0.6487395857675595
22,0.7550149980801975,0.6459291718730545
23,0.7522839530195026,0.6375396080188084
24,0.7515298609237363,0.6338579102364819
25,0.7503015285310705,0.6222752693926188
26,0.7503236809830576,0.6182079946223046
27,0.7400253013686678,0.6160813194635801
28,0.7386933993211008,0.611498396402918
29,0.7394749528526353,0.6076513351564243
30,0.7382617893288229,0.6006539820992813
31,0.737421154598431,0.583905218147219
32,0.7370864388211051,0.5828830156414495
33,0.731033185228956,0.5851088423373809
34,0.730006215559485,0.5731361495094094
35,0.7206484174953312,0.5504165253906678
36,0.7024136911537633,0.5440229579639777
37,0.7020825494450172,0.5361182798921929
38,0.7045529601886065,0.5355235212111144
39,0.7027603120047307,0.5233559688454317
40,0.6967627879165668,0.5030690763954575
41,0.6970250181349916,0.49345793722971304
42,0.6897528317429201,0.48508045052891796
43,0.6875296393778251,0.45319845897796257
44,0.6876819978929791,0.4494756005712808
45,0.6876302041616787,0.44624352275454127
46,0.6831335026133915,0.4481897983819649
47,0.6797822215738591,0.44075666387205237
48,0.681220679799407,0.4400877880134157
49,0.6752045343572372,0.4341711346431218
50,0.6736300469600681,0.4323391155690867
51,0.6738312581185687,0.407039335838419
52,0.6725040007525407,0.4055640037221978
53,0.6712010641777519,0.4067439289414124
54,0.6566760341128224,0.3985364440774747
55,0.6564929301621412,0.39198508522544484
56,0.6491546273705243,0.38690562475477447
57,0.6489219931955297,0.38901879748150314
58,0.6478562557693881,0.3891824196219559
59,0.6323865225539327,0.38471908091965296
60,0.6124765007287449,0.38700150595746313
61,0.603075988166766,0.3739479392501198
62,0.599402102983405,0.3717443982873489
63,0.5925117236888054,0.3532588228090042
64,0.5921482222462509,0.35367694727565246
65,0.5921101859455278,0.3507546128316291
66,0.5925194105314607,0.3518774738531526
67,0.5921298820680393,0.3519233940426156
68,0.5913724827155618,0.35110086664775697
69,0.5937113072493946,0.32848130679106796
70,0.5945005281716932,0.3329910899580875
71,0.59469855393502,0.33029095873430797
72,0.5952167730875169,0.3290765594311193
73,0.5940875565634952,0.3274501091725931
74,0.5895923232633092,0.32647210983191133
75,0.5873821293157327,0.32507056342737845
76,0.5867123061310915,0.32595451159200267
77,0.5867349491957785,0.32513677621938125
78,0.577951345456939,0.3248927780978611
79,0.5729507283827082,0.3231444851609676
80,0.5725067268179884,0.32028984227916013
81,0.561925868413757,0.3166670524504707
82,0.5624701068597968,0.31407632676156017
83,0.5558814983143706,0.3151210298527853
84,0.5551475657615876,0.31261103612866503
85,0.5610419754950213,0.31264062009872584
86,0.5576567175570315,0.3112293718965898
87,0.5572637101249098,0.3095722249477648
88,0.5515801681138319,0.30837322840094455
89,0.549826480020648,0.30541202219223695
90,0.5508377401015168,0.30449758941379523
91,0.5509270865173297,0.2886529916973899
92,0.5488293287181483,0.2873032241053318
93,0.5489052474436005,0.2846427263329333
94,0.549314384726012,0.281950494926691
95,0.5488735837974082,0.2811989216608174
96,0.5481235159028944,0.27869617880623115
97,0.5472825499275745,0.27618824541899256
98,0.546293725301928,0.27376144099766364
99,0.5457669227198299,0.27173580389695506
100,0.5412262166857773,0.2744540690599944
101,0.5259329531249213,0.2733356352125624
102,0.5242468026901608,0.26973653189129093
103,0.52383467397947,0.269762875748763
104,0.5078737097200351,0.26919921030714294
105,0.5074528304359489,0.26806359922293926
106,0.5061424458166632,0.26384887913144917
107,0.5058331051510112,0.2617894657014835
108,0.5059207697577368,0.26019036509903765
109,0.5062132759373419,0.25849705810989176
110,0.5064571959937043,0.2558698218359383
111,0.5045947994268983,0.2545574041377325
112,0.5054333671554632,0.2541670267426231
113,0.5043394310446095,0.2529498500264096
114,0.5047025611454794,0.2512570896651988
115,0.504655780298343,0.25057301847615243
116,0.5030113274558599,0.24789635400878662
117,0.5032709942921496,0.24881593261466187
118,0.5020304145319484,0.24835784971323033
119,0.5007061615930051,0.24814588418943856
120,0.49325886236116734,0.24709978113982448
121,0.49269724787318303,0.24193174799974088
122,0.49239015006562886,0.23963136008164723
123,0.49337710587494943,0.23839755959943348
124,0.4906053249102588,0.2377174907597713
125,0.4902394154909353,0.23567897151448527
126,0.49063131046246067,0.23557505056694747
127,0.49096348340890456,0.23471729895724636
128,0.49183412853810476,0.23468001060555035
129,0.4913106533746935,0.23514567859570934
130,0.49134951258960846,0.23427364747332816
131,0.49048679375987636,0.23377805291662476
132,0.46690050798282084,0.23432527882267506
133,0.466609404276659,0.23324881634954348
134,0.46651334313550336,0.2296805622458776
135,0.46819827314703055,0.2287596542194894
136,0.4665140569755451,0.22878989013893297
137,0.4657373359832544,0.22813964975722162
138,0.4654057044211668,0.22729674358423982
139,0.4647830298815287,0.22582215555629565
140,0.46471185853926034,0.22387826261386365
141,0.464380594649268,0.22272754252650712
142,0.465088410734397,0.22250383086237308
143,0.46409300131199827,0.22213725974933385
144,0.4649105945017774,0.22307503142682536
145,0.4648277048102922,0.22203207991528542
146,0.46527748518552603,0.21995880719535074
147,0.4658518439591222,0.2213770123391658
148,0.4657658824754075,0.2209691788194879
149,0.46546573278731856,0.21965088674567687
150,0.46547674826198815,0.2190369862683701
151,0.4647802898077461,0.21826608918962584
152,0.4643305523061573,0.21757875315357822
153,0.4629698519531457,0.21551199984595742
154,0.46286667761386224,0.2145422209482494
155,0.46296923561921133,0.2135541741709308
156,0.46340868344624014,0.21295692332556476
157,0.46326424086911455,0.21228966506462407
158,0.4568793223283424,0.21211564662125112
159,0.46225014937765463,0.21205130664265143
160,0.46151824750329107,0.21158828225046658
161,0.46247154807371105,0.21214488554765287
162,0.46154970882003515,0.21176434004237513
163,0.45710349060725264,0.21280164813887242
164,0.4570546708760836,0.21234371612319985
165,0.4591419681018672,0.21046651236888514
166,0.4590785634471709,0.20779975316878302
167,0.4582907272211993,0.20802354393693817
168,0.45812414432717274,0.20680536461890076
169,0.45835923952220076,0.20690323600415747
170,0.4587565663933117,0.2025533696647916
171,0.458757859135709,0.2021564279893587
172,0.45875768924891586,0.2021004080118473
173,0.4585937006212995,0.1989020094867159
174,0.45861150089414604,0.19767082367242786
175,0.4581319646690515,0.19786807202886947
176,0.4589726726320801,0.19706222841246576
177,0.4587963249473905,0.19485534365527693
178,0.45872561348623087,0.19511117237850778
179,0.46137608723880064,0.194556657402622
180,0.46129577753408696,0.19266782410859407
181,0.4543225735067562,0.19242633156415306
182,0.4545336993817046,0.19246932523705235
183,0.45445814659202177,0.19104915498115144
184,0.45444396375844986,0.1916514495598217
185,0.4544889247242094,0.1898358797263409
186,0.45402607641359777,0.1897870933949156
187,0.4536545891458295,0.18847479686516988
188,0.4537174307706714,0.1866581545357065
189,0.45298614468964926,0.1856799760341164
190,0.4529110100265627,0.18623610568479218
191,0.451043098749431,0.18619251789449834
192,0.4475211035787612,0.18694401577371822
193,0.4484602377182546,0.1877270473912109
194,0.4482067553398107,0.18817939652957402
195,0.44809545794177374,0.18774990577005596
196,0.44818267461048056,0.1866814544902141
197,0.448666779441307,0.18582374087946535
198,0.4470053259111502,0.18555980421627455
199,0.4467117048982236,0.18369225289388297
200,0.4466569747341125,0.1833887246389681
201,0.4467239709641772,0.18415385666324063
202,0.4454751477938362,0.18454200031892037
203,0.43542864751963073,0.18199237745749092
204,0.43448022555654753,0.1816130521130735
205,0.4344252742224045,0.18080778881665263
206,0.42608038290426586,0.18177325231945013
207,0.42626735052789655,0.18184648243490195
208,0.42618185995422103,0.18136295938107178
209,0.42642952781133514,0.1814094362911705
210,0.42615506960001603,0.18102853296299964
211,0.425595332682245,0.1806146982695192
212,0.4253101656525988,0.1800212722847612
213,0.4252199366298103,0.17966826401144648
214,0.4247463538312185,0.17832107237492756
215,0.423473548484577,0.17736320886365847
216,0.42345453001009636,0.1771799768534807
217,0.4240974789779878,0.17667537374357783
218,0.42667070747350755,0.1770141717019337
219,0.42676781527040497,0.17716398627083263
