Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.3254553855353663,0.26231935591171,0.3645721754551061,0.36983471895871467
1,0.6386698842184545,0.6616483781311412,0.6623044240352903,0.6153414099732635
2,0.9443570501833317,0.9340934937837057,0.9229624954505814,0.8478267273485243
3,1.250982119537214,1.2437388728380774,1.2784992386354488,1.0831558227727869
4,1.5628784421077146,1.524975839803786,1.5959968719181314,1.4636306541974033
5,1.8909502704996886,1.840626215185868,1.8709003403678885,1.918751331916032
6,2.1687173845659,2.0566507726445584,2.1435102980547973,2.1661363197521473
7,2.478878441144983,2.2488131839334438,2.478317476225779,2.391339005172373
8,2.649892630894726,2.5858709824801123,2.8949933896634263,2.6831458118145397
9,2.8474413025200835,2.893135973373089,3.146528710108648,2.998749962730395
10,2.9794665999267766,3.1610730425276303,3.3606631572000234,3.2495224049963434
11,3.229771690888028,3.3669747018169183,3.6457018271292,3.4935206660211606
12,3.3816757867522766,3.5112829110282555,3.8989347921727386,3.7571570093809115
13,3.6664911471536286,3.651092175208882,4.135111329174978,4.0218457358758855
14,3.834125556953718,3.8662164522960736,4.5114066634234895,4.2845289380786085
15,4.097555026338636,4.052694966685001,4.795430909542843,4.53782185877777
16,4.2873517354265385,4.256556974822333,5.043599840970134,4.794203811056778
17,4.41062004719788,4.4848066893731415,5.398184356183286,5.206335360869992
18,4.638926416786207,4.606489648413637,5.679319915021114,5.592647319117527
19,4.848682609507344,4.787458173257758,5.94410632987075,5.804885548650089
20,5.0519732079071975,5.061950605007797,6.242027635356008,6.029516092858024
21,5.214031872922325,5.174134024868056,6.406164569754715,6.230308789501641
22,5.453965320790383,5.3199119284872545,6.801421256593555,6.440345430332165
23,5.630187222423002,5.452987103083085,7.034607433099124,6.662462803137454
24,5.807247632946665,5.732411498951249,7.271642328476908,6.943247453440643
25,5.940503587942909,5.931525193698108,7.48299279734738,7.306268372759719
26,6.1144215476970905,6.140683171878248,7.627809546717415,7.516211938834642
27,6.240067372538406,6.368414820669434,7.738320362391076,7.850573017621173
28,6.334812626951086,6.494427717581345,7.902782274074933,8.144842716368021
29,6.368093570336957,6.600968881515047,8.06357152280797,8.345908215254886
30,6.467091927239937,6.819818291510657,8.169301552301766,8.565513822485237
31,6.664157568890428,6.988856465127161,8.32335956093539,8.838398331199471
32,6.78297430163804,7.18360078537619,8.50145513284665,9.138713057793224
33,6.8650409751992925,7.3209106681200184,8.68239884736008,9.317070316443367
34,6.976068356532858,7.481378656780388,8.873072254272463,9.661311165293364
35,7.151121110823214,7.640685724834839,9.07607771270415,9.909303542925898
36,7.20156710878967,7.845013339625737,9.313768546887594,10.264688107953607
37,7.361153690903985,8.10271799146792,9.535377718516628,10.524756568341775
38,7.579554360290635,8.325068568676086,9.764638129580632,10.726690483632126
39,7.811181904836604,8.468237432134732,9.94259786836032,10.955913166840825
40,7.944308594339754,8.576932368578664,10.130847311679343,11.124187264556856
41,8.038842790883852,8.798900711312218,10.389505000267775,11.346477278184425
42,8.099255327965611,8.91101697453308,10.741143259487716,11.619343401921371
43,8.293025675758901,9.07467298805743,10.972579322177433,11.934679116932807
44,8.439972857250975,9.200047196252461,11.223724126426793,12.122999942925082
45,8.515468554047732,9.34252682915466,11.415543094479466,12.332874452888522
46,8.631058112693989,9.510969093968937,11.623722506567523,12.559800619133473
47,8.721316274675553,9.7819033496869,11.90887878298964,12.84697262132264
48,9.008206557884622,10.000264877445124,12.236860461390908,13.041142461840485
49,9.048068384806989,10.106337713816988,12.609532685756738,13.402198527647997
50,9.143893127497943,10.196357351406975,12.779507548897861,13.600187824235027
51,9.183032375858447,10.375980527223906,13.091941376540996,13.817063950101039
52,9.225515785832883,10.484801285339415,13.398891029560446,14.054453576212092
53,9.377119276969337,10.634146055413861,13.688044318015454,14.397147708886994
54,9.436079355531728,10.767139925833485,13.859830331052137,14.696259439297611
55,9.63081724816315,10.85815286240601,14.00144284090853,14.945482291247677
56,9.78357585589887,11.0214316671564,14.324335265015216,15.243788527613967
57,9.856625609600377,11.133407783673093,14.567746870943491,15.486962291243367
58,9.943258263614984,11.198290084433918,14.748086707184765,15.78294809399802
59,10.118703450631735,11.310397241764338,14.999341377756647,16.024586764872705
60,10.21916039624024,11.367551399944826,15.343955268812113,16.330091621187943
61,10.436507558238574,11.465070723417059,15.591790078743415,16.60482931002591
62,10.503732382295466,11.553740049313584,15.857929389794398,16.761278631843382
63,10.571718899710369,11.68909265960571,15.93676880130609,17.042065303151972
64,10.677580609609247,11.861217424674507,16.16113435255908,17.29229966361248
65,10.799608673526222,12.039787905678716,16.382761813209417,17.4815243119551
66,10.869063808169447,12.128995807676699,16.66064711359906,17.717414134683004
67,10.961312868034021,12.254983024636042,16.8696524208045,17.96444284741945
68,11.074793369208088,12.367351332251557,17.13548651053252,18.250134880120456
69,11.275504601312969,12.466209657202564,17.37525792806382,18.498089507815592
70,11.360578721445119,12.639595642552727,17.70628351291625,18.7527381176419
71,11.426223727404258,12.78938039454771,18.03937388378633,18.99012339130045
72,11.488738928827045,12.984292665029177,18.36238145740331,19.236962442715974
73,11.500241444684002,13.055344766945106,18.44972904016712,19.449537602403417
74,11.59169581868928,13.215176783402658,18.69915140485446,19.636641380670323
75,11.642691983036032,13.384179047355612,18.926084636412448,19.92562371746134
76,11.684018565240246,13.48093295259692,19.221016589926567,20.169856854517008
77,11.819292477935045,13.61727525625605,19.455296736574937,20.374188828495914
78,11.966128020210423,13.734916008595267,19.680740397725494,20.681834160067087
79,12.158217704577197,13.809591006845494,19.925097606165497,20.971027198768322
80,12.221360602625197,13.947464904940759,20.096108608931317,21.239457494067914
81,12.241399221995035,14.00652943254254,20.286722824083967,21.46829203745113
82,12.292582833820422,14.08073520973125,20.68344490391823,21.57962313718736
83,12.495358933995593,14.199901652074923,21.029187557978194,21.811280231525952
84,12.521995628351174,14.334169837783197,21.262367144093,21.9937366886985
85,12.610138803093736,14.479652732444574,21.3734846308057,22.14032214660055
86,12.625889773093855,14.610756109471406,21.62662473487534,22.28357273729306
87,12.703483588841902,14.664439684754672,21.901929166072314,22.52423598851319
88,12.773301110901743,14.781321954436013,22.110928919396393,22.734416402943936
89,12.85875024550327,14.886437768269627,22.248163318560923,22.87922334591933
90,12.93966588649847,14.958744413051146,22.426625155029836,23.111669533960484
91,12.950054200796865,15.081966351187413,22.55015484663119,23.35687365909137
92,13.0000667938789,15.167187628436599,22.7631883495435,23.59903191279568
93,13.004759849003786,15.229666693333135,22.98956015100734,23.91828052132358
94,13.008717307650263,15.288228881251865,23.263639877542168,24.15990473496536
95,13.013617253831105,15.373841516550366,23.568624372161118,24.39559465866079
96,13.034190262614619,15.426004737113647,23.809206147008176,24.65355200803227
97,13.135860441287454,15.529794290271898,24.013634814418854,24.852910148662684
98,13.225461811092774,15.599602948757214,24.3074875701647,25.028932383543896
99,13.31605144006819,15.674970944617835,24.464229303140847,25.192391577439146
100,13.46376271247371,15.866350817111122,24.789413221164544,25.517037203750593
101,13.51569453397471,15.962035502954606,25.169326429754474,25.717794640074054
